alt                      press                    temp                     density                  eddy                     O                        O2                       H2O                      H                        OH                       HO2                      H2O2                     H2                       CO                       HCO                      H2CO                     CH4                      CH3                      C2H6                     NO                       NO2                      HNO                      O3                       HNO3                     N                        C3H2                     C3H3                     CH3C2H                   CH2CCH2                  C3H5                     C2H5CHO                  C3H6                     C3H7                     C3H8                     C2H4OH                   C2H2OH                   C2H5                     C2H4                     CH                       CH3O2                    CH3O                     CH2CO                    CH3CO                    CH3CHO                   C2H2                     CH23                     C2H                      C2                       C2H3                     HCS                      CS2                      CS                       OCS                      S                        HS                       H2S                      SO3                      S2                       HSO                      H2SO4                    SO2                      SO                       S3                       S4                       CO2                      SO4AER                   S8AER                    HCAER                    HCAER2                   SO4AER_AERSOL            S8AER_AERSOL             HCAER_AERSOL             HCAER2_AERSOL            SO4AER_WFALL             S8AER_WFALL              HCAER_WFALL              HCAER2_WFALL             SO4AER_RPAR              S8AER_RPAR               HCAER_RPAR               HCAER2_RPAR              
4.3750000000000000e+01   4.8835054862149819e-04   1.8000000000000000e+02   1.9659844952556288e+16   5.8575000000000000e+04   3.0598206186281312e-07   3.3602277256796716e-06   9.0366570085298342e-08   6.2448464612548333e-08   5.3833306761339405e-12   1.5965847256390293e-11   7.7185291270250784e-13   5.4746957599248263e-04   6.9505696659069734e-04   3.1311189677950118e-13   8.8660215357824610e-10   3.2178058668829168e-03   1.1414208753526410e-13   3.5802076262543356e-06   2.2504096782335590e-12   2.9345243920938895e-15   5.0692809612665490e-17   4.9526676304934940e-11   7.3634658364641427e-19   2.3319584399750293e-13   7.3407160524203626e-19   1.3306795008026124e-18   1.6242479549799802e-13   5.5126333085589752e-15   4.6497762509408963e-18   1.3979009669135286e-14   4.6826532144502826e-19   1.8524027776259737e-18   1.9207934137995947e-12   5.2501815618584190e-20   2.8011301957212577e-21   8.4546545964941595e-15   2.0877384455988168e-14   8.2212156005198557e-24   3.1086468162192282e-15   5.4870589759951170e-11   5.1725379210119035e-19   1.5638881530273108e-14   1.8939752419736210e-12   1.8922089741086939e-14   3.4613878912226380e-19   1.6142137677330608e-22   4.9247706272905457e-24   2.5021857152041281e-19   1.3290810936670628e-27   5.3869197135161317e-34   8.2199103915707184e-27   8.9985228818770079e-18   2.8774031027976573e-15   2.0362002512515443e-18   2.5371753250393235e-20   5.1494703158273096e-15   1.7344603878587290e-26   3.6427215875268134e-17   7.1911375018157229e-16   3.4515276830720669e-12   2.5790798955286678e-12   1.8653115512000381e-36   2.5798027248995547e-46   1.9710377272816947e-02   3.6344108437820278e-13   2.0979315142072217e-17   1.3405496467823971e-07   4.2699693504576782e-10   1.9612695894290165e-04   2.0317738253551805e-08   7.1102753279721691e+00   2.2147031261672942e+02   4.2235102496339250e-01   5.3518086727672265e-01   3.1533471324203935e-02   1.8745496468578454e-02   1.0000000000000001e-05   1.0000000000000001e-05   2.2674721307155826e-05   1.1512850513620693e-06   
4.4250000000000000e+01   4.4547064260530962e-04   1.8000000000000000e+02   1.7933600749006024e+16   6.2000000000000000e+04   3.4684167379982821e-07   3.6078430352314894e-06   9.2318257919217994e-08   7.2376664333171700e-08   5.8434610362085425e-12   1.5928203537483254e-11   7.0171581054837859e-13   5.6659230536603735e-04   7.2014569411489300e-04   3.0641213525235416e-13   8.7795698581512595e-10   3.2055296002720239e-03   1.1036673967103451e-13   3.5640484313192697e-06   2.5349805656928853e-12   2.9901118525747210e-15   5.3934252935853989e-17   4.7999975707165851e-11   6.7549260905171466e-19   2.7987350343229447e-13   1.0119775407634593e-18   1.8349359075690609e-18   2.2611855671475582e-13   7.4068192576515107e-15   6.3388795576006059e-18   1.7179087890341556e-14   6.0418671761756303e-19   2.2057827216057315e-18   2.2940887125462034e-12   4.8034492971226123e-20   3.1678658934135131e-21   8.5325300813785579e-15   2.1581062047859032e-14   1.0973524382222014e-23   2.6158438892352147e-15   5.9186115016220564e-11   6.2943159687041811e-19   1.5691202842188469e-14   1.9126350413882535e-12   2.4777324316195944e-14   4.0062018071130276e-19   2.4603505866218274e-22   7.1902856087727300e-24   3.1077422321332174e-19   1.4050372838960128e-27   5.3389327873912751e-34   8.8858301815803340e-27   8.1566459013615127e-18   3.0460053212272017e-15   1.9932479393016273e-18   2.1784737772758388e-20   4.7398781135283512e-15   1.5856788089049868e-26   3.4944322268102386e-17   6.1955572908449323e-16   3.3654111193743937e-12   2.6636674513529915e-12   1.4996809919606649e-36   1.8161785556473898e-46   1.9697627010114026e-02   2.5231901001845131e-13   1.3065440857467387e-17   1.3862812000065883e-07   4.4485282743416015e-10   1.2396768592124689e-04   1.1542384335823644e-08   7.1433780970088456e+00   2.3952727395062124e+02   4.6333332180488512e-01   5.8667504730250430e-01   3.4044782087775505e-02   1.9682797094698445e-02   1.0000000000000001e-05   1.0000000000000001e-05   2.2203503011758840e-05   1.1027135639290535e-06   
4.4750000000000000e+01   4.0636165249927807e-04   1.8000000000000000e+02   1.6359164754399280e+16   6.4350000000000000e+04   3.9190166573244476e-07   3.8469519118263301e-06   9.4828230024455027e-08   8.4404907786636878e-08   6.3373913663574303e-12   1.5906250000068355e-11   6.3853055244580941e-13   5.8659399030849314e-04   7.4634103697627109e-04   3.0179245494747581e-13   8.6924794107844675e-10   3.1926924895093614e-03   1.0693937405851510e-13   3.5478294734148245e-06   2.8644557842082163e-12   3.0428720776030514e-15   5.9894105786733900e-17   4.5803758778506608e-11   6.1829066608620629e-19   3.3545169184939055e-13   1.3863055471385387e-18   2.5144448686242892e-18   3.1445026030751855e-13   9.8885999801937874e-15   8.6166365509721757e-18   2.1122955787886574e-14   7.8378936927509997e-19   2.6363475791606352e-18   2.7516774684819129e-12   4.3986421643578868e-20   3.6448331005352695e-21   8.6124561047761255e-15   2.2516885440921671e-14   1.5211763311953018e-23   2.1884306416626106e-15   6.7108148010657659e-11   7.9292529850318665e-19   1.5698929406734634e-14   1.9315819788702618e-12   3.3263241714163879e-14   4.8014558161925964e-19   3.7768272356553946e-22   1.0757338293570558e-23   3.9847774754320337e-19   1.5396197026480126e-27   5.5394795807809845e-34   1.0050877621771899e-26   7.4425434274381610e-18   3.2477648822984193e-15   1.9846700960886581e-18   1.8953386671284664e-20   4.3410689436751581e-15   1.4898470928050221e-26   3.3798536445379899e-17   5.3415459223851181e-16   3.2754328877950312e-12   2.7523811131765532e-12   1.2479507660614206e-36   1.3363465900307387e-46   1.9684332463302933e-02   1.7231389306072194e-13   7.9550115851963316e-18   1.4333112005348922e-07   4.6351470425932434e-10   7.7091457153244497e-05   6.4107067140333344e-09   7.0831628896982481e+00   2.5302010799496898e+02   5.0825703460324578e-01   6.4311672312527546e-01   3.6921122946576790e-02   2.0830737011306489e-02   1.0000000000000001e-05   1.0000000000000001e-05   2.1836074336417436e-05   1.0645750698607346e-06   
4.5250000000000000e+01   3.7069144763994565e-04   1.8000000000000000e+02   1.4923166169079938e+16   6.7000000000000000e+04   4.4106759496947571e-07   4.0755114442016275e-06   9.8073261950198570e-08   9.9269476625799198e-08   6.8864532179931520e-12   1.5945705107560017e-11   5.8396129763283942e-13   6.0768648895787676e-04   7.7391227829576997e-04   2.9970251680066469e-13   8.6219633027040179e-10   3.1791578501421955e-03   1.0412371943921662e-13   3.5313851096519628e-06   3.2504040600430251e-12   3.0911194362599057e-15   7.0531426296926696e-17   4.2936423510296954e-11   5.6541185125135870e-19   4.0143016021557401e-13   1.8869544628319005e-18   3.4237656378930589e-18   4.3774308441784691e-13   1.3132191963498320e-14   1.1703021678260943e-17   2.5955111083871651e-14   1.0275601976556311e-18   3.1614354891661876e-18   3.3139979322915945e-12   4.0491089562758501e-20   4.2742741982358108e-21   8.7019941290667011e-15   2.3804003742002428e-14   2.2119153157565606e-23   1.8253552486761843e-15   8.1281117261360052e-11   1.0378710336488555e-18   1.5657655342136013e-14   1.9524632572698778e-12   4.5839709669083761e-14   6.0104115604750783e-19   5.8466136847884419e-22   1.6513220363116775e-23   5.2952955368269623e-19   1.7593057943449636e-27   6.0557467287543770e-34   1.2003683812442560e-26   6.8324751622373105e-18   3.4868103357001092e-15   2.0206345525801574e-18   1.6811191115466780e-20   3.9502166410185539e-15   1.4468274595314810e-26   3.3042188420054086e-17   4.6051840993949469e-16   3.1808645964075506e-12   2.8458813871259322e-12   1.0806490218423825e-36   1.0343356962504601e-46   1.9670361693280732e-02   1.1531786112243072e-13   4.7084964594668639e-18   1.4819605063497662e-07   4.8315168724962479e-10   4.6989178323876024e-05   3.4613633345714706e-09   7.0876931452196965e+00   2.6826410349020898e+02   5.5748968692747447e-01   7.0498035827945349e-01   4.0025751456712340e-02   2.2021167296679398e-02   1.0000000000000001e-05   1.0000000000000001e-05   2.1409868484776264e-05   1.0266294708894767e-06   
4.5750000000000000e+01   3.3815719539482197e-04   1.8000000000000000e+02   1.3613413663237600e+16   7.1275000000000000e+04   4.9402895263728879e-07   4.2873739589643042e-06   1.0216893437256583e-07   1.1774000512582231e-07   7.4987586162170607e-12   1.6044485270815538e-11   5.3784487799494508e-13   6.2966056988854899e-04   8.0257325060228686e-04   3.0005833097302488e-13   8.5803009288152396e-10   3.1650625488924590e-03   1.0202918916612527e-13   3.5148854079229094e-06   3.6982840673223436e-12   3.1273592676495287e-15   8.8605951306946464e-17   3.9473764416002483e-11   5.1622909537349750e-19   4.7827597246490898e-13   2.5431187937480249e-18   4.6162749469006875e-18   6.0781006419526885e-13   1.7287359783603652e-14   1.5823313827572611e-17   3.1726024044250247e-14   1.3576063232752550e-18   3.7896317681916337e-18   3.9933470275911526e-12   3.7510141231711635e-20   5.0856601186403350e-21   8.8017241581863628e-15   2.5520928081915864e-14   3.3807896669318538e-23   1.5196684452396859e-15   1.0551768795882375e-10   1.4052071858438182e-18   1.5558676098605796e-14   1.9753818888102657e-12   6.4537556873960159e-14   7.8747451042125939e-19   9.0891049297916926e-22   2.5884976471521926e-23   7.2625032982626005e-19   2.1021631480900908e-27   7.0038850453972406e-34   1.5190391808677382e-26   6.3153817741206736e-18   3.7716254952231823e-15   2.1058318085347294e-18   1.5221329342719034e-20   3.5716991579520991e-15   1.4559187579884089e-26   3.2663649993399656e-17   3.9771930352728052e-16   3.0813227338791489e-12   2.9445085833733271e-12   9.7710310072496779e-37   8.4621704781146169e-47   1.9655863322323525e-02   7.5985486899860442e-14   2.7238628168369592e-18   1.5317031749074643e-07   5.0359869534364606e-10   2.8205897246101285e-05   1.8266537741402899e-09   7.3134888214550191e+00   2.9186097717395705e+02   6.1143708916108896e-01   7.7278583230999809e-01   4.3276281138566783e-02   2.3079713011260890e-02   1.0000000000000001e-05   1.0000000000000001e-05   2.0775689734688577e-05   9.8154818656812250e-07   
4.6250000000000000e+01   3.0848277274997404e-04   1.8000000000000000e+02   1.2418791173509422e+16   7.6000000000000000e+04   5.5039271274265931e-07   4.4779299652696319e-06   1.0720390886498053e-07   1.4079939849435135e-07   8.1858128468521636e-12   1.6200377194375964e-11   4.9948763824040094e-13   6.5228561945692245e-04   8.3201329060246163e-04   3.0273423699033137e-13   8.5832947839204695e-10   3.1505572310584319e-03   1.0080159563400367e-13   3.4984952269420246e-06   4.2132921196916925e-12   3.1443877540989948e-15   1.1813258151126830e-16   3.5563394666018137e-11   4.7029526756410296e-19   5.6603916285409379e-13   3.3872684631320183e-18   6.1514248077439505e-18   8.3992112077951334e-13   2.2513914849250867e-14   2.1249739080309140e-17   3.8442598812996569e-14   1.8042643244545475e-18   4.5270216071389838e-18   4.8007266717587356e-12   3.5006570756409309e-20   6.1185178778989049e-21   8.9120312418927206e-15   2.7762097108026923e-14   5.4206025877217140e-23   1.2648859095816510e-15   1.4498127873359619e-10   1.9594523588920722e-18   1.5393497608089904e-14   2.0004006246070833e-12   9.2451135510043513e-14   1.0775527676782748e-18   1.4152999043437374e-21   4.1265093581779334e-23   1.0239545899441377e-18   2.6213856212075067e-27   8.5571027821134573e-34   2.0335870685465507e-26   5.8783532708839411e-18   4.1102398696048473e-15   2.2462465715758583e-18   1.4065311528529892e-20   3.2111174224370951e-15   1.5187864050195079e-26   3.2640488307724329e-17   3.4471349193415155e-16   2.9770927022928959e-12   3.0479342098980496e-12   9.2295856489582681e-37   7.3261348669951511e-47   1.9640996664925154e-02   4.9560473679145401e-14   1.5494338558929825e-18   1.5819609283111570e-07   5.2467878012666517e-10   1.6762708193283374e-05   9.4788648588495884e-10   7.6640768779144564e+00   3.1845159574008062e+02   6.7054589931728092e-01   8.4710277988913962e-01   4.6888402378346412e-02   2.4162090220067409e-02   1.0000000000000001e-05   1.0000000000000001e-05   2.0051868220886395e-05   9.3740994112826088e-07   
4.6750000000000000e+01   2.8141640692760066e-04   1.8000000000000000e+02   1.1329162919790688e+16   8.0075000000000000e+04   6.1004398754772706e-07   4.6471726307939276e-06   1.1333256179238043e-07   1.7006313601135185e-07   8.9830107932531261e-12   1.6440927337947960e-11   4.6840926107905840e-13   6.7569182387375673e-04   8.6240020481066521e-04   3.0800458549260620e-13   8.6562887956083008e-10   3.1355579952048415e-03   1.0071967929489681e-13   3.4821041257855419e-06   4.8098496293180495e-12   3.1396178102430886e-15   1.6544897074571166e-16   3.1376188118758646e-11   4.2795290301866678e-19   6.6561756695993093e-13   4.4648599282779301e-18   8.1125428730667533e-18   1.1586661905434404e-12   2.9077434060052493e-14   2.8429631342830796e-17   4.6195467599601338e-14   2.4231682689583745e-18   5.3898749507057206e-18   5.7603263912565506e-12   3.3019968136667996e-20   7.4626336685515282e-21   9.0388369371457779e-15   3.0710463269041530e-14   9.1209200642821988e-23   1.0550984872733125e-15   2.0696807880791273e-10   2.8201339712877072e-18   1.5155171136702549e-14   2.0288220998904117e-12   1.3496303391391903e-13   1.5376728879515823e-18   2.2143413685856713e-21   6.7009581659260377e-23   1.4879776923748654e-18   3.3959636283296405e-27   1.0977982474447265e-33   2.8714012530783013e-26   5.5028279461704860e-18   4.5069519643089705e-15   2.4559000268218156e-18   1.3275914805613755e-20   2.8710381422729605e-15   1.6423409212948291e-26   3.2978641995733355e-17   2.9987454139263572e-16   2.8694411902921153e-12   3.1548460794350090e-12   9.0939084383062572e-37   6.7004558884304607e-47   1.9625678231107058e-02   3.1947487621191054e-14   8.6359682828452469e-19   1.6328146043611703e-07   5.4650359510423232e-10   9.8478075997652935e-06   4.8196203207240570e-10   8.0478663496896061e+00   3.4253097271629537e+02   7.3530181012681151e-01   9.2855534372158588e-01   5.1028510191563924e-02   2.5413738940175071e-02   1.0000000000000001e-05   1.0000000000000001e-05   1.9336049437928427e-05   8.9946324713423885e-07   
4.7250000000000000e+01   2.5672852473745966e-04   1.8000000000000000e+02   1.0335286825179538e+16   8.4000000000000000e+04   6.7312967864911188e-07   4.7964422200229510e-06   1.2074044660681582e-07   2.0781826544759902e-07   9.9366964413081600e-12   1.6787506866302600e-11   4.4389218499257680e-13   7.0010186626605461e-04   8.9402479195428437e-04   3.1609921765177717e-13   8.8275727635230322e-10   3.1199208824116268e-03   1.0207896526522149e-13   3.4655469574532597e-06   5.5077753766651137e-12   3.1116691254889854e-15   2.3999705383103800e-16   2.7102593407898008e-11   3.8951541153833190e-19   7.7826336944884573e-13   5.8348834725990867e-18   1.0607859074650199e-17   1.6010775576000620e-12   3.7353265655641930e-14   3.8020333635756475e-17   5.5119050743731647e-14   3.3034108704884555e-18   6.3988619456750799e-18   6.9046318165771899e-12   3.1564680885155866e-20   9.2542046012939488e-21   9.1869743973738381e-15   3.4603785057997368e-14   1.6097941573800377e-22   8.8362165044924519e-16   3.0130353413730688e-10   4.1975962084461454e-18   1.4834397703403694e-14   2.0617104890215499e-12   2.0114988338433940e-13   2.2820356378005690e-18   3.4940440870268395e-21   1.1105703126118115e-22   2.2336565234629732e-18   4.5431507089388766e-27   1.4668790088982753e-33   4.2550909835714150e-26   5.1724569966317121e-18   4.9646885255823956e-15   2.7523795105043975e-18   1.2788352923710541e-20   2.5540749164033425e-15   1.8369736921229378e-26   3.3668949124530621e-17   2.6183037833932812e-16   2.7604386020666961e-12   3.2631364421692291e-12   9.3104948311818726e-37   6.4468163108950508e-47   1.9609761849113332e-02   2.0295627943200592e-14   4.6876204951411343e-19   1.6844327140320679e-07   5.6925665266096881e-10   5.7042993582544980e-06   2.3865961957049778e-10   8.5691141963814630e+00   3.6649722551065429e+02   8.0615915468735477e-01   1.0178273806238314e+00   5.5778801401705796e-02   2.6777233755828182e-02   1.0000000000000001e-05   1.0000000000000001e-05   1.8556519551348917e-05   8.6458243660651389e-07   
4.7750000000000000e+01   2.3420979216734849e-04   1.8000000000000000e+02   9.4287355944987320e+15   8.7850000000000000e+04   7.4020091503059193e-07   4.9272731624388275e-06   1.2958972356382564e-07   2.5701604688952929e-07   1.1092833135740886e-11   1.7234356704983643e-11   4.2454646715764372e-13   7.2565165007691158e-04   9.2706591158114935e-04   3.2686107302691196e-13   9.1224783964862931e-10   3.1035582957670343e-03   1.0511901424141317e-13   3.4487303898068651e-06   6.3279739045407764e-12   3.0595311014131580e-15   3.5479664039531435e-16   2.2948700411692306e-11   3.5485600153534118e-19   9.0514754296400013e-13   7.5724617840819036e-18   1.3775180508122153e-17   2.2202860083654562e-12   4.7833063021765462e-14   5.0919119171792680e-17   6.5347312403016401e-14   4.5764436008023753e-18   7.5719615607581014e-18   8.2677998873259216e-12   3.0588920737264296e-20   1.1670897528080520e-20   9.3554372192217715e-15   3.9692872414028641e-14   2.9690560407429875e-22   7.4339357412752899e-16   4.4020755017860005e-10   6.4477553875441677e-18   1.4420669014686346e-14   2.0988355738038421e-12   3.0587887766859463e-13   3.5036566865687785e-18   5.5715223127234103e-21   1.8774335615299567e-22   3.4570517800172367e-18   6.2318877886871935e-27   2.0219833322240058e-33   6.5658490615889522e-26   4.8747938319880064e-18   5.4856991007288343e-15   3.1512557998215196e-18   1.2510987548486826e-20   2.2635814106365316e-15   2.1126736841427770e-26   3.4653752611604086e-17   2.2961548493089558e-16   2.6527355159223197e-12   3.3701271071733913e-12   9.8306934913247750e-37   6.4710011459335869e-47   1.9593156641428251e-02   1.2702789756275316e-14   2.4683748224502484e-19   1.7366682223122933e-07   5.9305011253576426e-10   3.2558461033587484e-06   1.1464854066293536e-10   9.3166556609289906e+00   3.9069947250780217e+02   8.8378464491074638e-01   1.1156681639049653e+00   6.1342978458574331e-02   2.8249742546769072e-02   1.0000000000000001e-05   1.0000000000000001e-05   1.7681530573359623e-05   8.3212217998935865e-07   
4.8250000000000000e+01   2.1366932735906023e-04   1.8000000000000000e+02   8.6018247729090280e+15   9.2000000000000000e+04   8.1242493040967083e-07   5.0419967846874794e-06   1.4000885648467194e-07   3.2142370621425854e-07   1.2496067665831381e-11   1.7752476631855218e-11   4.0842958561130152e-13   7.5241604897311810e-04   9.6162550721618553e-04   3.3973419997455981e-13   9.5611561794507463e-10   3.0864221966022242e-03   1.1001521852970020e-13   3.4316080789594852e-06   7.2925936319719873e-12   2.9839897301668834e-15   5.2684051677553924e-16   1.9099845053184109e-11   3.2352146545320628e-19   1.0475675309129921e-12   9.7804291474402869e-18   1.7802952701358982e-17   3.0936687064312579e-12   6.1195605039545695e-14   6.8372387456011221e-17   7.7029977187817910e-14   6.4355614397396983e-18   8.9237906236008200e-18   9.8857743388810538e-12   2.9997319168977590e-20   1.4948147928713474e-20   9.5370450494242214e-15   4.6232258120615784e-14   5.6907984149282236e-22   6.2784753097151296e-16   6.3809891058079856e-10   1.0169821079419619e-17   1.3906042563524975e-14   2.1386005019234099e-12   4.7356484852630466e-13   5.5299133449383948e-18   8.9876229071487199e-21   3.2306922926616675e-22   5.4896432422863653e-18   8.7039740746440998e-27   2.8470842591104248e-33   1.0451525667385486e-25   4.5998881220597947e-18   6.0708713293408410e-15   3.6629987585325467e-18   1.2330118154327302e-20   2.0020864441834848e-15   2.4753811731684682e-26   3.5829596217826739e-17   2.0243411345360515e-16   2.5491356062002248e-12   3.4729949481416258e-12   1.0590747646910072e-36   6.6923815980411364e-47   1.9575808896305377e-02   7.8487141824301954e-15   1.2579877422528094e-19   1.7889923677532333e-07   6.1794660558361800e-10   1.8347908991702093e-06   5.3305370546341102e-11   1.0513279862736173e+01   4.1715625394767159e+02   9.6882711234201047e-01   1.2228986292729553e+00   6.8126344565206373e-02   2.9789056523905864e-02   1.0000000000000001e-05   1.0000000000000001e-05   1.6635532841987688e-05   8.0051108655140371e-07   
4.8750000000000000e+01   1.9493307161159548e-04   1.8000000000000000e+02   7.8475471663283200e+15   9.6850000000000000e+04   8.9135144074431705e-07   5.1437746260838883e-06   1.5205695322582884e-07   4.0555738506178261e-07   1.4181209594058960e-11   1.8292908708406819e-11   3.9346722864597097e-13   7.8036138545958269e-04   9.9766672204771689e-04   3.5373799527067772e-13   1.0154997011393916e-09   3.0685349793069991e-03   1.1685956706819179e-13   3.4142059013370458e-06   8.4225050055710729e-12   2.8877296381506041e-15   7.7630856802370074e-16   1.5689669016602664e-11   2.9493896818153429e-19   1.2066847212476948e-12   1.2605030108287672e-17   2.2958804474412794e-17   4.3323585497802178e-12   7.8369971317159959e-14   9.2071588728273866e-17   9.0297816156394987e-14   9.1545745761873172e-18   1.0461581910851103e-17   1.1791911934857366e-11   2.9666122429594196e-20   1.9385819165273057e-20   9.7180495235150091e-15   5.4456064699594066e-14   1.1247360642522277e-21   5.3163863898815972e-16   9.1041957720232166e-10   1.6346106882224787e-17   1.3289191324293623e-14   2.1779522397776750e-12   7.4375633514713762e-13   8.9083581959779596e-18   1.4663005158189154e-20   5.6386896790999353e-22   8.8771346883281039e-18   1.2300793118439405e-26   4.0586864898062792e-33   1.6991371568177970e-25   4.3404545202519784e-18   6.7198857139481404e-15   4.2875302668427550e-18   1.2123481905760702e-20   1.7709718050565863e-15   2.9224319010644966e-26   3.7054270293106749e-17   1.7963242114178172e-16   2.4520124418021894e-12   3.5693539860295627e-12   1.1499020972159076e-36   7.0255785065310363e-47   1.9557732953028262e-02   4.8142961331772510e-15   6.2088421611302633e-20   1.8401354109398349e-07   6.4392319379309194e-10   1.0265771387118170e-06   2.4002060166569090e-11   1.2638221325508164e+01   4.4819563533944404e+02   1.0619999221492238e+00   1.3404182159753741e+00   7.7036479891585366e-02   3.1347181681583715e-02   1.0000000000000001e-05   1.0000000000000001e-05   1.5317304558514820e-05   7.6851653599385381e-07   
4.9250000000000000e+01   1.7784230441588610e-04   1.8000000000000000e+02   7.1595130602208580e+15   1.0200000000000000e+05   9.7870776927793222e-07   5.2370367868105718e-06   1.6575918869508957e-07   5.1492152210202350e-07   1.6179295736622808e-11   1.8807870842723536e-11   3.7803706606685146e-13   8.0945736564459270e-04   1.0351601759238584e-03   3.6777759672895436e-13   1.0907980094734592e-09   3.0499166416503459e-03   1.2570100560216199e-13   3.3965456699020414e-06   9.7408269183509785e-12   2.7754599207667116e-15   1.1262627005725140e-15   1.2777152898421287e-11   2.6866850256650612e-19   1.3839006621258110e-12   1.6264905768569066e-17   2.9642545111022950e-17   6.1014637932664569e-12   1.0070037915649260e-13   1.2441842160556132e-16   1.0529324280202501e-13   1.3131904637963755e-17   1.2189941839405586e-17   1.4022558629074630e-11   2.9500328608412190e-20   2.5395900700883248e-20   9.8827090088632493e-15   6.4637572804153660e-14   2.2753495877135769e-21   4.5079733632933913e-16   1.2731929388789530e-09   2.6593895030820678e-17   1.2577712396343908e-14   2.2133935933038697e-12   1.1814665889144420e-12   1.4560273986031068e-17   2.4191763251316591e-20   9.9528759271107341e-22   1.4520954773214120e-17   1.7509848713497910e-26   5.8179003878987840e-33   2.7977631314542432e-25   4.0908724893009506e-18   7.4306763381778443e-15   5.0151492672579815e-18   1.1793931051524870e-20   1.5695845592002825e-15   3.4418423199104300e-26   3.8186158487023115e-17   1.6058508253370695e-16   2.3629286929844130e-12   3.6576347376276196e-12   1.2443517315999987e-36   7.3799308624179471e-47   1.9538938084803701e-02   2.9530454142587525e-15   2.9691632955671601e-20   1.8878724368178340e-07   6.7096172190193508e-10   5.7442765571934327e-07   1.0471804719364520e-11   1.6456736453622547e+01   4.8179870995098094e+02   1.1640873403478820e+00   1.4692123597936313e+00   8.9695274862830951e-02   3.2980204736469468e-02   1.0000000000000001e-05   1.0000000000000001e-05   1.3721046048899773e-05   7.3766348999093797e-07   
4.9750000000000000e+01   1.6225228976671563e-04   1.8000000000000000e+02   6.5318957232977310e+15   1.0705000000000000e+05   1.0762819064863900e-06   5.3275158044841763e-06   1.8117131541438006e-07   6.5659503326304214e-07   1.8531223781268846e-11   1.9268439518154520e-11   3.6129266412906713e-13   8.3979504446109524e-04   1.0742374390372551e-03   3.8096619725989083e-13   1.1820484791509586e-09   3.0305079878010640e-03   1.3659000175448535e-13   3.3785745166413098e-06   1.1279367144247479e-11   2.6530013255330543e-15   1.6039273700844179e-15   1.0353944473386823e-11   2.4448761875600594e-19   1.5814117050770530e-12   2.1093837348637749e-17   3.8464486130514240e-17   8.6576664323364023e-12   1.3022490845085867e-13   1.6902631675723905e-16   1.2222156243124531e-13   1.8979984696770726e-17   1.4118577093141678e-17   1.6627657456800699e-11   2.9486215311749255e-20   3.3597632453078935e-20   1.0018189790699700e-14   7.7239827150168250e-14   4.6892542991855666e-21   3.8243319073726235e-16   1.7438470247214085e-09   4.3639437503483131e-17   1.1786641561662628e-14   2.2420648553414084e-12   1.8966462283273359e-12   2.4062988319112212e-17   4.0410075359848239e-20   1.7752908437920630e-21   2.3944129978879509e-17   2.5039193821577078e-26   8.3483395620952685e-33   4.6410214976538515e-25   3.8464195364183225e-18   8.1986655323956566e-15   5.8315872877063490e-18   1.1293044045736108e-20   1.3953031104538223e-15   4.0148093448312320e-26   3.9118672240360250e-17   1.4466961182149500e-16   2.2826388330263247e-12   3.7370809609149129e-12   1.3309856773849421e-36   7.6694787557309365e-47   1.9519352149104694e-02   1.8243888620852728e-15   1.3717088298052001e-20   1.9286089293167764e-07   6.9914161611657780e-10   3.2375467311238601e-07   4.4137237035252184e-12   2.3548811115888498e+01   5.1575660536175394e+02   1.2759477012695959e+00   1.6103606998852857e+00   1.0880200612512053e-01   3.4746548564039616e-02   1.0000000000000001e-05   1.0000000000000001e-05   1.1893815517801140e-05   7.0904362384015341e-07   
