alt                      press                    temp                     density                  eddy                     O                        O2                       H2O                      H                        OH                       HO2                      H2O2                     H2                       CO                       HCO                      H2CO                     CH4                      CH3                      C2H6                     NO                       NO2                      HNO                      O3                       HNO3                     N                        C3H2                     C3H3                     CH3C2H                   CH2CCH2                  C3H5                     C2H5CHO                  C3H6                     C3H7                     C3H8                     C2H4OH                   C2H2OH                   C2H5                     C2H4                     CH                       CH3O2                    CH3O                     CH2CO                    CH3CO                    CH3CHO                   C2H2                     CH23                     C2H                      C2                       C2H3                     HCS                      CS2                      CS                       OCS                      S                        HS                       H2S                      SO3                      S2                       HSO                      H2SO4                    SO2                      SO                       SO4AER                   S8AER                    HCAER                    HCAER2                   CO2                      N2                       SO4AER_AERSOL            S8AER_AERSOL             HCAER_AERSOL             HCAER2_AERSOL            SO4AER_WFALL             S8AER_WFALL              HCAER_WFALL              HCAER2_WFALL             SO4AER_RPAR              S8AER_RPAR               HCAER_RPAR               HCAER2_RPAR              
4.3250000000000000e+06   5.8282743670590598e-04   1.8000000000000000e+02   2.3452233000000000e+16   5.5000000000000000e+04   1.1070709000000000e-07   1.6825846000000000e-05   1.3013181000000000e-08   8.0873124000000002e-09   4.4847041999999997e-11   3.7346624000000002e-11   3.4824510000000001e-12   1.8686302999999999e-04   3.4783370999999997e-05   2.6594323999999999e-15   3.8308302999999998e-11   2.6292056000000001e-09   1.1601000000000001e-14   9.8082986000000002e-14   6.2908289000000003e-12   1.4108654000000000e-14   1.8606163000000000e-17   2.9841485999999999e-10   2.3821047000000000e-17   2.0147931000000000e-13   1.8112801000000000e-21   3.0064822999999999e-21   1.4222497000000000e-17   9.1273369000000007e-18   4.5341103000000001e-22   5.4697387999999999e-23   1.8781641000000001e-23   2.1000585000000000e-26   1.1463321000000000e-20   2.2333965000000001e-20   2.3322097000000001e-20   6.9167698999999996e-22   1.2417422000000001e-16   4.3110435000000000e-18   6.4150741000000004e-15   4.9271181999999998e-15   3.4810384999999997e-17   1.5164651000000000e-21   1.4795397000000000e-19   2.0996261000000001e-15   3.6461824000000000e-15   1.0808782000000000e-22   9.9715864000000004e-22   1.2234259999999999e-20   3.1544804000000003e-33   7.3253298000000002e-50   7.0231177000000007e-33   1.1461591000000000e-29   8.3947566000000002e-26   1.7568599000000001e-27   8.5360133999999996e-29   6.4014355999999998e-25   1.1840088000000000e-45   7.8023489999999997e-26   7.5107550000000001e-21   3.6821224000000000e-22   2.6123927000000000e-22   5.2530429999999999e-16   6.4507827999999998e-29   2.7903946000000000e-21   2.2731244999999999e-24   1.0000000000000000e-04   9.9966139288717515e-01   3.2678905000000002e-07   7.4524757999999997e-20   9.3684783999999997e-07   9.7686970999999991e-10   3.5885910999999998e-01   4.4867372999999999e-01   1.7743353000000000e-03   1.7743353000000000e-03   1.0000000000000001e-05   1.0000000000000001e-05   1.3000000000000000e-07   1.3000000000000000e-07   
4.3750000000000000e+06   5.3219168730062993e-04   1.8000000000000000e+02   2.1414715000000000e+16   5.8575000000000000e+04   1.4725157000000000e-07   1.8612074999999999e-05   1.1376935999999999e-08   9.5625890000000007e-09   4.4488960000000000e-11   3.3786512999999997e-11   2.6047760999999999e-12   1.8686473999999999e-04   3.8392293999999999e-05   2.3725245000000001e-15   2.9638820999999998e-11   1.9409608000000001e-09   7.6839138000000008e-15   7.6227965000000001e-14   7.0995431999999997e-12   1.4722555000000000e-14   1.7092500999999999e-17   3.5807980000000001e-10   2.0638721999999999e-17   2.5462466000000002e-13   1.6071449000000000e-21   2.6809281999999999e-21   1.2686993000000001e-17   7.9464766000000004e-18   3.9728043999999998e-22   3.9152116999999999e-23   1.3601492000000000e-23   1.2381274000000000e-26   7.6103976000000001e-21   1.1698902000000000e-20   1.4443774999999999e-20   4.9052237000000004e-22   8.1797881999999995e-17   3.8882869999999997e-18   3.3343383000000000e-15   3.2408796000000000e-15   2.2193675000000001e-17   1.1013541000000000e-21   1.0626447000000000e-19   1.6769088000000001e-15   2.8016746000000000e-15   8.3576891000000001e-23   7.8391678999999998e-22   8.1450196000000006e-21   2.1049113000000001e-33   4.0496383999999999e-50   4.1762318000000001e-33   1.0815546000000000e-29   8.6198264000000003e-26   1.1109811000000001e-27   4.3764383000000001e-29   5.6607705000000003e-25   5.8030219999999997e-46   5.5743834000000006e-26   7.5107787000000001e-21   3.5859111999999999e-22   2.7093144000000000e-22   3.7610894000000001e-16   4.2398933999999998e-29   2.7858716000000001e-21   2.2696077000000001e-24   1.0000000000000000e-04   9.9965596028287851e-01   2.1282703999999999e-07   4.4727147000000000e-20   8.5406836000000000e-07   8.9061969999999998e-10   3.9358650000000001e-01   4.9134233999999999e-01   1.9431546000000001e-03   1.9431546000000001e-03   1.0000000000000001e-05   1.0000000000000001e-05   1.3000000000000000e-07   1.3000000000000000e-07   
4.4250000000000000e+06   4.8596201685554397e-04   1.8000000000000000e+02   1.9554492000000000e+16   6.2000000000000000e+04   1.9235133999999999e-07   2.0439726000000001e-05   1.0073478000000000e-08   1.1359626000000000e-08   4.4284482999999998e-11   3.0983891000000003e-11   2.0010553000000001e-12   1.8686559000000001e-04   4.2092592000000002e-05   2.1717065000000002e-15   2.2730618000000000e-11   1.4304487000000000e-09   5.1260556000000003e-15   5.9182390999999999e-14   8.0458484000000000e-12   1.5414361000000001e-14   1.6121432000000001e-17   4.1782558999999999e-10   1.8011331000000001e-17   3.2026093000000001e-13   1.4209685000000000e-21   2.3820866999999999e-21   1.1323391000000001e-17   6.8827352999999999e-18   3.4760900999999998e-22   2.8213739999999999e-23   1.0049510999999999e-23   7.4786997000000006e-27   5.0395142999999998e-21   6.2623802999999998e-21   8.7892866000000003e-21   3.5358601000000002e-22   5.5198897000000000e-17   3.4541542999999999e-18   1.7551855000000001e-15   2.1666562999999999e-15   1.4155166999999999e-17   8.0814758000000003e-22   7.7331374999999996e-20   1.3185058000000000e-15   2.1293168999999998e-15   6.4204342000000000e-23   6.0487832000000000e-22   5.4461552000000003e-21   1.3849057000000000e-33   2.2199236000000002e-50   2.5055459000000002e-33   1.0155225000000000e-29   8.8643267999999997e-26   7.3592238999999997e-28   2.3768479999999999e-29   5.0805101000000000e-25   3.0353059000000000e-46   4.0802824000000002e-26   7.5107959999999992e-21   3.5019335000000000e-22   2.7938282000000002e-22   2.6628074000000002e-16   2.7491122999999999e-29   2.7811944999999998e-21   2.2658935999999999e-24   1.0000000000000000e-04   9.9965038635082593e-01   1.3708891000000001e-07   2.6481525000000000e-20   7.7856908000000001e-07   8.1192380000000000e-10   4.3163727000000002e-01   5.3806306000000004e-01   2.1280062000000001e-03   2.1280062000000001e-03   1.0000000000000001e-05   1.0000000000000001e-05   1.3000000000000000e-07   1.3000000000000000e-07   
4.4750000000000000e+06   4.4375446688374795e-04   1.8000000000000000e+02   1.7856114000000000e+16   6.4350000000000000e+04   2.4686161999999998e-07   2.2324081000000000e-05   9.0429326000000003e-09   1.3569425000000000e-08   4.4350015999999997e-11   2.8877615000000001e-11   1.5839665000000000e-12   1.8686566999999999e-04   4.5915716000000002e-05   2.0402550999999998e-15   1.7260564000000000e-11   1.0496123000000000e-09   3.4407356000000000e-15   4.5792279999999999e-14   9.1749786000000006e-12   1.6208257999999999e-14   1.5652719000000001e-17   4.7483423999999997e-10   1.5873239999999999e-17   4.0113543000000002e-13   1.2491530999999999e-21   2.1044569999999998e-21   1.0099849999999999e-17   5.9193428999999999e-18   3.0332816000000002e-22   2.0322151000000001e-23   7.5688312000000001e-24   4.5926579000000001e-27   3.3169167999999999e-21   3.4176488000000002e-21   5.2684301999999996e-21   2.5828334000000001e-22   3.8004151000000001e-17   3.0147108999999998e-18   9.3675390999999997e-16   1.4655334999999999e-15   9.0377293000000002e-18   5.9803919000000000e-22   5.6895192999999995e-20   1.0213425000000001e-15   1.5997607000000001e-15   4.8971334000000003e-23   4.5874536000000003e-22   3.6630045999999997e-21   8.9635806000000002e-34   1.2055739999999999e-50   1.5138613000000000e-33   9.4915950999999996e-30   9.1219092000000004e-26   5.1272669000000003e-28   1.3748607999999999e-29   4.6192505999999996e-25   1.6995902000000001e-46   3.0705608000000001e-26   7.5108092000000005e-21   3.4290008999999998e-22   2.8671685000000001e-22   1.8547257999999999e-16   1.7470987000000000e-29   2.7763058999999999e-21   2.2619660999999998e-24   1.0000000000000000e-04   9.9964462343285476e-01   8.6897198000000004e-08   1.5367682000000000e-20   7.0969787999999999e-07   7.4012019000000004e-10   4.7331616999999998e-01   5.8921999000000003e-01   2.3304097000000001e-03   2.3304097000000001e-03   1.0000000000000001e-05   1.0000000000000001e-05   1.3000000000000000e-07   1.3000000000000000e-07   
4.5250000000000000e+06   4.0521852926231398e-04   1.8000000000000000e+02   1.6305477000000000e+16   6.7000000000000000e+04   3.1165607999999999e-07   2.4274070999999999e-05   8.2422244000000007e-09   1.6320460000000001e-08   4.4787526000000001e-11   2.7391118000000001e-11   1.2940814999999999e-12   1.8686503000000000e-04   4.9880416000000001e-05   1.9680919000000001e-15   1.2963228999999999e-11   7.6498662000000000e-10   2.3190046000000000e-15   3.5240412999999998e-14   1.0541699000000000e-11   1.7129673000000001e-14   1.5667895999999999e-17   5.2632423999999996e-10   1.4156649000000000e-17   5.0068477000000003e-13   1.0891999000000000e-21   1.8442564999999998e-21   8.9937278999999999e-18   5.0452904000000000e-18   2.6368193000000001e-22   1.4541513000000001e-23   5.8050540000000000e-24   2.8459443999999999e-27   2.1627847999999999e-21   1.8947839000000000e-21   3.1171812999999999e-21   1.9075882000000000e-22   2.6576600999999999e-17   2.5828042999999999e-18   5.0606745000000002e-16   9.9862854000000008e-16   5.7719872999999997e-18   4.4571649000000000e-22   4.2251181000000002e-20   7.8027284000000004e-16   1.1875100000000000e-15   3.7102972000000000e-23   3.4262374000000001e-22   2.4816125000000000e-21   5.6963187999999998e-34   6.4806075999999999e-51   9.1946012000000002e-34   8.8350392000000003e-30   9.3925656999999996e-26   3.7627012999999998e-28   8.4927327999999998e-30   4.2443496999999997e-25   1.0191022000000000e-46   2.3788293000000000e-26   7.5108193999999997e-21   3.3653282000000002e-22   2.9311571999999999e-22   1.2659277000000000e-16   1.0827570999999999e-29   2.7711600000000000e-21   2.2578052999999999e-24   1.0000000000000000e-04   9.9963864287538606e-01   5.3991098000000002e-08   8.6969802999999997e-21   6.4686603000000002e-07   6.7460443000000001e-10   5.1895917000000003e-01   6.4523355999999998e-01   2.5520286999999998e-03   2.5520286999999998e-03   1.0000000000000001e-05   1.0000000000000001e-05   1.3000000000000000e-07   1.3000000000000000e-07   
4.5750000000000000e+06   3.7003428828885599e-04   1.8000000000000000e+02   1.4889708000000000e+16   7.1275000000000000e+04   3.8753138999999999e-07   2.6259090999999999e-05   7.6459575000000008e-09   1.9744199999999999e-08   4.5547472000000002e-11   2.6370022000000002e-11   1.0893071999999999e-12   1.8686368000000000e-04   5.3926286000000001e-05   1.9479044999999999e-15   9.6743615999999997e-12   5.5578372999999999e-10   1.5749726999999999e-15   2.7056381999999999e-14   1.2184120999999999e-11   1.8164956999999999e-14   1.6107371999999999e-17   5.6927417000000001e-10   1.2756199000000000e-17   6.2238951000000004e-13   9.4412972999999999e-22   1.6066509000000000e-21   8.0045942000000004e-18   4.2677135000000004e-18   2.2859959999999999e-22   1.0350015000000000e-23   4.5292840999999999e-24   1.7797480000000000e-27   1.4032560000000001e-21   1.0678135999999999e-21   1.8314874000000000e-21   1.4265729999999999e-22   1.8894673999999999e-17   2.1862500999999999e-18   2.7736164999999998e-16   6.8713734000000004e-16   3.7008717000000002e-18   3.3533690999999998e-22   3.1731303000000000e-20   5.9160252000000003e-16   8.7585550000000002e-16   2.8129816999999999e-23   2.5396498000000000e-22   1.7006960000000002e-21   3.5863138000000001e-34   3.4895040999999998e-51   5.6514049999999999e-34   8.2039731999999998e-30   9.6995204999999998e-26   2.8968130000000000e-28   5.5821573000000002e-30   3.9310629000000000e-25   6.5251977999999998e-47   1.8934719000000001e-26   7.5108274999999998e-21   3.3067817999999998e-22   2.9899550000000000e-22   8.5003104000000001e-17   6.5763247000000001e-30   2.7658130000000000e-21   2.2534665999999999e-24   1.0000000000000000e-04   9.9963253480085557e-01   3.3014292000000001e-08   4.8236234999999999e-21   5.8956033000000003e-07   6.1484625999999999e-10   5.6891431999999997e-01   7.0656397999999998e-01   2.7946838999999999e-03   2.7946838999999999e-03   1.0000000000000001e-05   1.0000000000000001e-05   1.3000000000000000e-07   1.3000000000000000e-07   
4.6250000000000000e+06   3.3790983610660198e-04   1.8000000000000000e+02   1.3597061000000000e+16   7.6000000000000000e+04   4.7533007000000000e-07   2.8248520000000000e-05   7.2258492999999996e-09   2.3993872999999999e-08   4.6558002000000002e-11   2.5688133999999999e-11   9.4108674000000004e-13   1.8686160000000001e-04   5.7992926000000003e-05   1.9715511000000001e-15   7.2118144999999999e-12   4.0429693000000001e-10   1.0818030000000000e-15   2.0800547000000000e-14   1.4143548999999999e-11   1.9300087000000001e-14   1.6932851000000001e-17   6.0150239999999998e-10   1.1586605000000000e-17   7.7055369000000001e-13   8.1568194000000000e-22   1.3948323000000000e-21   7.1288068000000005e-18   3.5892322999999996e-18   1.9788361000000000e-22   7.3544823999999996e-24   3.5894622000000000e-24   1.1259030000000000e-27   9.1113149999999994e-22   6.1182941999999998e-22   1.0748665999999999e-21   1.0815472000000000e-22   1.3667545000000000e-17   1.8408932000000000e-18   1.5456588999999999e-16   4.7900699000000002e-16   2.3914780999999999e-18   2.5515348999999999e-22   2.4137400000000000e-20   4.4801025000000001e-16   6.4559034000000004e-16   2.1492386000000000e-23   1.8822654999999999e-22   1.1834259000000000e-21   2.2567754999999998e-34   1.9021716999999999e-51   3.5365749000000001e-34   7.6111880999999995e-30   1.0063041000000000e-25   2.3264832000000000e-28   3.8748545000000001e-30   3.6607820999999999e-25   4.4377460999999997e-47   1.5438403999999999e-26   7.5108339000000006e-21   3.2498426000000000e-22   3.0470998000000001e-22   5.6397807000000005e-17   3.9361275999999997e-30   2.7603245999999999e-21   2.2490049000000000e-24   1.0000000000000000e-04   9.9962638930305026e-01   1.9954618000000000e-08   2.6364417000000000e-21   5.3730940999999996e-07   5.6035680999999997e-10   6.2358351999999995e-01   7.7371498000000005e-01   3.0603683000000000e-03   3.0603683000000000e-03   1.0000000000000001e-05   1.0000000000000001e-05   1.3000000000000000e-07   1.3000000000000000e-07   
4.6750000000000000e+06   3.0857861357442000e-04   1.8000000000000000e+02   1.2416810000000000e+16   8.0075000000000000e+04   5.7630444000000000e-07   3.0245764999999999e-05   6.9502833000000003e-09   2.9312131000000000e-08   4.7860190000000003e-11   2.5310917000000000e-11   8.3199110999999999e-13   1.8685874000000000e-04   6.2088401999999999e-05   2.0337854999999999e-15   5.3708025000000003e-12   2.9441190000000001e-10   7.5004690999999999e-16   1.6008413000000001e-14   1.6502576999999999e-11   2.0563094000000001e-14   1.8193440000000000e-17   6.2226229999999999e-10   1.0613052999999999e-17   9.5264299999999998e-13   7.0136492000000001e-22   1.2050590000000000e-21   6.3487459000000002e-18   2.9984301000000002e-18   1.7091513000000000e-22   5.2171184999999997e-24   2.8837817000000002e-24   7.1915687000000002e-28   5.9194834999999998e-22   3.5492077000000002e-22   6.3067677000000001e-22   8.2964320999999999e-23   1.0019212000000000e-17   1.5436329000000001e-18   8.7324646000000004e-17   3.3780957999999999e-16   1.5555209000000000e-18   1.9602705999999999e-22   1.8565079999999999e-20   3.3923931999999999e-16   4.7558288000000000e-16   1.6555448000000000e-23   1.3965626999999999e-22   8.3606150000000004e-22   1.4175726999999999e-34   1.0469415000000000e-51   2.2474031000000000e-34   7.0562909000000006e-30   1.0482556000000000e-25   1.9425035000000000e-28   2.8234264000000000e-30   3.4213497000000002e-25   3.1864810999999999e-47   1.2867446000000000e-26   7.5108390000000002e-21   3.1938025000000000e-22   3.1033119999999999e-22   3.6884256000000000e-17   2.3143464000000000e-30   2.7546652000000000e-21   2.2443993000000002e-24   1.0000000000000000e-04   9.9962019351260167e-01   1.1892402999999999e-08   1.4156059000000000e-21   4.8966391000000000e-07   5.1066886000000005e-10   6.8341867999999995e-01   8.4723791000000004e-01   3.3512633999999999e-03   3.3512633999999999e-03   1.0000000000000001e-05   1.0000000000000001e-05   1.3000000000000000e-07   1.3000000000000000e-07   
4.7250000000000000e+06   2.8179737242889401e-04   1.8000000000000000e+02   1.1339167000000000e+16   8.4000000000000000e+04   6.9248231999999996e-07   3.2261658000000002e-05   6.7922645999999997e-09   3.6036772000000000e-08   4.9497591000000002e-11   2.5211274999999999e-11   7.5036572999999996e-13   1.8685496000000001e-04   6.6236402999999996e-05   2.1322122000000000e-15   3.9893700999999996e-12   2.1430394000000000e-10   5.2289642000000003e-16   1.2317466000000000e-14   1.9375443999999999e-11   2.1994903000000000e-14   1.9971226000000000e-17   6.3189416000000000e-10   9.8108520999999999e-18   1.1822837000000000e-12   5.9888776000000003e-22   1.0338164000000001e-21   5.6476573000000003e-18   2.4837150000000001e-18   1.4712257000000001e-22   3.6929060000000002e-24   2.3425596999999999e-24   4.6244286000000004e-28   3.8408605000000001e-22   2.0725542000000000e-22   3.6927826999999998e-22   6.4184720999999999e-23   7.4056344000000006e-18   1.2883624000000000e-18   4.9748777000000002e-17   2.4042081000000002e-16   1.0146666999999999e-18   1.5161199999999999e-22   1.4394101999999999e-20   2.5653653000000001e-16   3.4943881999999998e-16   1.2831356999999999e-23   1.0355679000000000e-22   5.9808262000000004e-22   8.8523254000000004e-35   5.7801849000000002e-52   1.4422855000000000e-34   6.5355314000000002e-30   1.0953068999999999e-25   1.6784260000000000e-28   2.1447869999999999e-30   3.2069608999999998e-25   2.3960724000000002e-47   1.0929310000000001e-26   7.5108432000000000e-21   3.1389596000000000e-22   3.1582995999999998e-22   2.3678054999999999e-17   1.3295719000000000e-30   2.7487824000000000e-21   2.2396092999999999e-24   1.0000000000000000e-04   9.9961391072140104e-01   6.9589255999999999e-09   7.4267182999999999e-22   4.4621150999999999e-07   4.6535312999999999e-10   7.4890802999999995e-01   9.2773627999999997e-01   3.6697569000000000e-03   3.6697569000000000e-03   1.0000000000000001e-05   1.0000000000000001e-05   1.3000000000000000e-07   1.3000000000000000e-07   
4.7750000000000000e+06   2.5734411259471801e-04   1.8000000000000000e+02   1.0355199000000000e+16   8.7850000000000000e+04   8.2774384000000003e-07   3.4297973000000002e-05   6.7262265000000004e-09   4.4593879000000000e-08   5.1414261999999998e-11   2.5310554000000001e-11   6.8613224000000003e-13   1.8685009000000001e-04   7.0444351999999995e-05   2.2641678999999999e-15   2.9519271999999999e-12   1.5584866000000001e-10   3.6503471999999998e-16   9.4708906000000002e-15   2.2892238000000001e-11   2.3628280000000000e-14   2.2320048000000000e-17   6.3211140000000003e-10   9.1401756999999998e-18   1.4879242000000000e-12   5.0739718999999997e-22   8.7991561000000005e-22   5.0145375000000000e-18   2.0379703000000000e-18   1.2611671999999999e-22   2.6127038000000001e-24   1.9158739999999998e-24   2.9883822000000000e-28   2.4870259000000002e-22   1.2100730000000001e-22   2.1499349000000002e-22   4.9873714000000001e-23   5.4921986000000003e-18   1.0707162000000000e-18   2.8377961999999998e-17   1.7245643000000000e-16   6.6018445999999999e-19   1.1760593000000001e-22   1.1205518999999999e-20   1.9339700999999999e-16   2.5554433000000002e-16   9.9855504999999999e-24   7.6511509999999999e-23   4.3097839999999997e-22   5.4800791000000000e-35   3.1817074999999998e-52   9.2888485000000000e-35   6.0461531000000002e-30   1.1473678000000000e-25   1.4859936000000000e-28   1.6762586000000000e-30   3.0166202999999998e-25   1.8603058999999999e-47   9.3998142999999995e-27   7.5108467999999993e-21   3.0856070999999998e-22   3.2117706000000001e-22   1.4881578999999999e-17   7.4378855999999998e-31   2.7426454000000001e-21   2.2346108999999999e-24   1.0000000000000000e-04   9.9960752762831495e-01   3.9876191000000001e-09   3.7941273000000001e-22   4.0658126000000000e-07   4.2402313999999998e-10   8.2059165999999995e-01   1.0158706000000000e+00   4.0184623999999997e-03   4.0184623999999997e-03   1.0000000000000001e-05   1.0000000000000001e-05   1.3000000000000000e-07   1.3000000000000000e-07   
4.8250000000000000e+06   2.3501611890181800e-04   1.8000000000000000e+02   9.4567490000000000e+15   9.2000000000000000e+04   9.8962140999999997e-07   3.6349330000000003e-05   6.7232905000000000e-09   5.5507148000000003e-08   5.3417241999999999e-11   2.5466895999999999e-11   6.2949278000000001e-13   1.8684391000000001e-04   7.4709015999999996e-05   2.4242073000000001e-15   2.1729686000000002e-12   1.1324474000000000e-10   2.5383682999999998e-16   7.2776403000000004e-15   2.7194096000000001e-11   2.5489656999999999e-14   2.5221822999999999e-17   6.2624080000000005e-10   8.5455461999999997e-18   1.9367491000000001e-12   4.2664413000000002e-22   7.4316825999999999e-22   4.4417125999999997e-18   1.6562867999999999e-18   1.0760914000000001e-22   1.8538002000000001e-24   1.5673782000000000e-24   1.9377403000000000e-28   1.6067743000000001e-22   6.9997081999999997e-23   1.2368498000000000e-22   3.8689140000000003e-23   4.0635953000000003e-18   8.8640402000000009e-19   1.6049152999999999e-17   1.2459786000000001e-16   4.2491165000000001e-19   9.1003589000000002e-23   8.7073932999999995e-21   1.4494160000000000e-16   1.8541768000000001e-16   7.7802224000000001e-24   5.6022667999999995e-23   3.1014313000000001e-22   3.3538079000000000e-35   1.7332774999999999e-52   5.9521689000000002e-35   5.5855392999999998e-30   1.2046076000000001e-25   1.3262088000000000e-28   1.3189656000000000e-30   2.8526480000000000e-25   1.4588749000000000e-47   8.1013910999999995e-27   7.5108496999999995e-21   3.0341165999999999e-22   3.2633514000000000e-22   9.1435559999999995e-18   4.0437885000000004e-31   2.7362388000000002e-21   2.2293918999999999e-24   1.0000000000000000e-04   9.9960104504181257e-01   2.2345104000000001e-09   1.8837976999999999e-22   3.7043763999999999e-07   3.8632915999999998e-10   8.9901956999999999e-01   1.1123639000000001e+00   4.4002401999999998e-03   4.4002401999999998e-03   1.0000000000000001e-05   1.0000000000000001e-05   1.3000000000000000e-07   1.3000000000000000e-07   
4.8750000000000000e+06   2.1462841034039520e-04   1.8000000000000000e+02   8.6363736000000000e+15   9.6850000000000000e+04   1.1907908000000000e-06   3.8399073000000003e-05   6.7497663000000000e-09   6.9349160000000006e-08   5.5138626999999999e-11   2.5474152000000000e-11   5.7163618000000003e-13   1.8683616000000000e-04   7.9009743000000001e-05   2.6004773000000001e-15   1.5901105000000001e-12   8.2330984999999995e-11   1.7497395999999999e-16   5.5951923999999997e-15   3.2401986000000002e-11   2.7582914000000000e-14   2.8510000000000000e-17   6.1860437999999998e-10   7.9599336000000005e-18   2.6935526999999999e-12   3.5685833000000001e-22   6.2420636999999999e-22   3.9248470999999999e-18   1.3352533000000000e-18   9.1399583999999999e-23   1.3255713999999999e-24   1.2721769000000001e-24   1.2595803999999999e-28   1.0370313000000000e-22   3.9723681999999998e-23   6.9790085000000001e-23   2.9743941000000002e-23   2.9838346000000000e-18   7.3147349999999995e-19   8.9076883000000002e-18   9.0754167999999995e-17   2.6805843000000000e-19   6.9797525000000002e-23   6.7055009000000003e-21   1.0767766999999999e-16   1.3308819999999999e-16   6.0534782999999998e-24   4.0386485000000002e-23   2.2046240000000000e-22   2.0276095000000000e-35   9.2887715999999994e-53   3.7616022000000000e-35   5.1520223000000002e-30   1.2676461000000000e-25   1.1679785000000000e-28   1.0161993000000000e-30   2.7196717000000001e-25   1.1243429000000001e-47   6.9055968000000005e-27   7.5108521999999999e-21   2.9847250000000001e-22   3.3128003000000001e-22   5.4955543999999997e-18   2.1380494000000000e-31   2.7295733000000001e-21   2.2239616000000000e-24   1.0000000000000000e-04   9.9959448731543188e-01   1.2251484000000000e-09   9.0960556999999995e-23   3.3747798000000001e-07   3.5195564000000001e-10   9.8483889999999996e-01   1.2180074000000001e+00   4.8182210999999997e-03   4.8182210999999997e-03   1.0000000000000001e-05   1.0000000000000001e-05   1.3000000000000000e-07   1.3000000000000000e-07   
4.9250000000000000e+06   1.9601211227575498e-04   1.8000000000000000e+02   7.8872775000000000e+15   1.0200000000000000e+05   1.4504027999999999e-06   4.0427755999999999e-05   6.7697859000000000e-09   8.6715442999999998e-08   5.6123281000000003e-11   2.5122068999999998e-11   5.0689569000000005e-13   1.8682658000000000e-04   8.3326778000000003e-05   2.7745821999999998e-15   1.1555834000000000e-12   5.9974704999999996e-11   1.1905805000000001e-16   4.3090539000000002e-15   3.8582405000000003e-11   2.9878383000000002e-14   3.1844595000000002e-17   6.1352619000000004e-10   7.3212383999999993e-18   4.1680986999999996e-12   2.9786307000000002e-22   5.2298968000000000e-22   3.4601722000000001e-18   1.0703430000000000e-18   7.7296364000000004e-23   9.5898284000000001e-25   1.0159396999999999e-24   8.1935557000000003e-29   6.6947052000000002e-23   2.1913770000000001e-23   3.8324654000000000e-23   2.2487992000000001e-23   2.1643565999999999e-18   6.0145970000000003e-19   4.8087491000000001e-18   6.6760294999999995e-17   1.6430630000000001e-19   5.2707141000000002e-23   5.0786887000000001e-21   7.9043586999999996e-17   9.4212970000000002e-17   4.6907103999999999e-24   2.8453933999999999e-23   1.5303889000000001e-22   1.2106747999999999e-35   4.8702564000000001e-53   2.3247881000000000e-35   4.7433848000000000e-30   1.3369870000000000e-25   9.9382146999999997e-29   7.4588113999999997e-31   2.6231974999999999e-25   8.2897510999999995e-48   5.7480565999999999e-27   7.5108543000000006e-21   2.9382765999999999e-22   3.3592669000000001e-22   3.2327083000000002e-18   1.0999903000000000e-31   2.7226590000000002e-21   2.2183282999999999e-24   1.0000000000000000e-04   9.9958787419877448e-01   6.5743837999999998e-10   4.2738564999999999e-23   3.0742529999999999e-07   3.2061375999999999e-10   1.0788418000000000e+00   1.3336672999999999e+00   5.2758318000000002e-03   5.2758318000000002e-03   1.0000000000000001e-05   1.0000000000000001e-05   1.3000000000000000e-07   1.3000000000000000e-07   
4.9750000000000000e+06   1.7901306972445139e-04   1.8000000000000000e+02   7.2032577000000000e+15   1.0705000000000000e+05   1.7951972000000000e-06   4.2420687000000003e-05   6.7505682000000000e-09   1.0821979000000000e-07   5.5984354999999997e-11   2.4272783999999999e-11   4.3436050000000002e-13   1.8681491000000001e-04   8.7657455000000003e-05   2.9244004999999999e-15   8.3226331999999999e-13   4.3787682999999998e-11   7.9691993999999998e-17   3.3248441999999998e-15   4.5676931000000003e-11   3.2277484000000001e-14   3.4735969000000002e-17   6.1437386000000005e-10   6.5863781999999999e-18   7.3706547999999994e-12   2.4877730999999998e-22   4.3826207000000000e-22   3.0429737999999998e-18   8.5508259999999998e-19   6.5082217000000003e-23   7.0243680000000002e-25   7.9292441999999999e-25   5.3155880000000001e-29   4.3211391999999997e-23   1.1667819999999999e-23   2.0339983000000001e-23   1.6612625999999999e-23   1.5450149000000000e-18   4.9166575000000001e-19   2.5089942000000002e-18   4.9684928999999999e-17   9.7181895000000005e-20   3.8966384000000001e-23   3.7587746000000001e-21   5.7128869999999997e-17   6.5563275999999996e-17   3.6090410999999997e-24   1.9448702000000001e-23   1.0271882000000000e-22   7.1317132999999995e-36   2.4845627000000002e-53   1.3948803000000000e-35   4.3561138999999997e-30   1.4123915999999999e-25   8.0439798000000001e-29   5.1099239000000000e-31   2.5683709000000000e-25   5.7310421000000006e-48   4.6300323999999999e-27   7.5108559999999999e-21   2.8970519000000000e-22   3.4004649999999998e-22   1.8576393000000000e-18   5.4931824999999998e-32   2.7154763000000000e-21   2.2124763000000001e-24   1.0000000000000000e-04   9.9958119598767003e-01   3.4461647999999998e-10   1.9492024000000001e-23   2.8002333000000000e-07   2.9203626999999999e-10   1.1818370000000000e+00   1.4602913000000000e+00   5.7768226000000002e-03   5.7768226000000002e-03   1.0000000000000001e-05   1.0000000000000001e-05   1.3000000000000000e-07   1.3000000000000000e-07   
