alt                      press                    temp                     density                  eddy                     O                        O2                       H2O                      H                        OH                       HO2                      H2O2                     H2                       CO                       HCO                      H2CO                     CH4                      CH3                      C2H6                     NO                       NO2                      HNO                      O3                       HNO3                     N                        C3H2                     C3H3                     CH3C2H                   CH2CCH2                  C3H5                     C2H5CHO                  C3H6                     C3H7                     C3H8                     C2H4OH                   C2H2OH                   C2H5                     C2H4                     CH                       CH3O2                    CH3O                     CH2CO                    CH3CO                    CH3CHO                   C2H2                     CH23                     C2H                      C2                       C2H3                     HCS                      CS2                      CS                       OCS                      S                        HS                       H2S                      SO3                      S2                       HSO                      H2SO4                    SO2                      SO                       C2H6S2                   C2H6S                    CH3S                     CH3SH                    SO4AER                   S8AER                    HCAER                    HCAER2                   CO2                      N2                       SO4AER_AERSOL            S8AER_AERSOL             HCAER_AERSOL             HCAER2_AERSOL            SO4AER_WFALL             S8AER_WFALL              HCAER_WFALL              HCAER2_WFALL             SO4AER_RPAR              S8AER_RPAR               HCAER_RPAR               HCAER2_RPAR              
5.8250000000000000e+06   3.0007697813311414e-04   2.4374042000000000e+02   8.9170631000000000e+15   2.5920000000000000e+05   3.1884760999999999e-07   3.1946912000000003e-07   6.6047383000000001e-06   2.5908966000000000e-06   3.0097860999999998e-11   2.5264678999999998e-12   3.7250957999999997e-15   9.7936930999999996e-04   4.5231055000000001e-04   2.0926958000000002e-12   6.1714170000000001e-09   1.7213377000000001e-03   1.2250344000000000e-11   2.8311505999999998e-07   3.3526640999999999e-11   4.3421428999999998e-16   8.0227252999999998e-17   1.6638535000000001e-14   3.9790069000000000e-20   2.3733318000000002e-12   3.8260381000000000e-26   2.1179430999999999e-25   1.7985213999999999e-20   5.0454284000000001e-22   2.1116942000000000e-24   7.9223677999999997e-10   4.5205093000000002e-24   9.1478086000000003e-20   1.6054140000000001e-14   1.7877058999999999e-19   3.5014387000000001e-28   1.9855024000000000e-14   1.0786287999999999e-12   1.5545635999999999e-18   0.0000000000000000e+00   2.4902786999999999e-11   3.0988566000000000e-17   2.2998816999999999e-15   2.0002816999999998e-12   3.7893488999999997e-20   7.2792907000000005e-16   6.6547766999999999e-27   0.0000000000000000e+00   2.1718405000000001e-24   5.5521965000000003e-23   1.6231281000000001e-26   4.6244807000000001e-21   1.4391740999999999e-15   2.3712868999999999e-12   2.4299639999999998e-15   9.8657265000000000e-18   1.3535591999999999e-16   5.9193413000000000e-20   1.3211381999999999e-15   1.4699026000000001e-17   5.8587393999999998e-12   1.5918517000000001e-10   2.6807961999999999e-20   8.4607671999999998e-90   1.1573278999999999e-13   5.6912841000000002e-19   1.3053547999999999e-15   1.8327609000000001e-13   1.3603453000000000e-15   9.9999999999999996e-39   1.9999999775710906e-02   9.7683685835531420e-01   2.6970129000000001e-07   8.0506622999999995e-05   1.7365617000000000e-01   1.6339961999999999e-24   7.3882245999999996e-01   8.7362969000000001e-01   3.4559041000000001e-03   3.4559041000000001e-03   1.0000000000000001e-05   1.0000000000000001e-05   1.3000000000000000e-07   1.3000000000000000e-07   
5.8750000000000000e+06   2.8047534814797402e-04   2.4381183999999999e+02   8.3321412000000000e+15   2.7775000000000000e+05   3.4233070000000002e-07   3.8299585000000001e-07   6.2149821999999996e-06   2.8131552000000001e-06   3.2772078999999998e-11   2.8318392000000001e-12   4.2313963000000000e-15   9.8745366000000008e-04   4.6147553999999999e-04   2.0337251000000001e-12   6.1733512000000004e-09   1.7166452000000000e-03   1.2359104000000000e-11   2.7833407000000003e-07   3.7732364999999997e-11   4.5190856000000004e-16   8.4387665999999998e-17   1.8411753000000000e-14   3.9284863000000002e-20   2.6060301000000000e-12   4.1767541000000002e-26   2.3126605999999999e-25   2.0166800999999999e-20   5.3995471999999996e-22   2.2649854000000001e-24   7.8258546000000002e-10   4.4717981000000001e-24   8.3630833999999995e-20   1.4764265000000001e-14   1.7603293000000001e-19   4.9680587999999996e-28   1.9481243000000000e-14   1.1167635000000000e-12   1.7386026000000001e-18   0.0000000000000000e+00   2.4957259999999999e-11   3.0239346000000001e-17   2.2329127000000001e-15   1.9520322000000002e-12   5.6971911000000004e-20   7.4792432000000004e-16   7.9957262000000007e-27   0.0000000000000000e+00   3.0604755999999999e-24   4.6866998000000003e-23   1.1378422000000000e-26   3.9511264999999997e-21   1.1374231000000001e-15   2.1152515000000000e-12   2.2847261999999998e-15   8.5679350000000003e-18   1.2728431000000001e-16   4.6223598999999999e-20   1.2354824000000001e-15   1.2156482000000000e-17   5.7933597000000001e-12   1.5950731000000001e-10   2.4614160999999999e-20   3.6775124999999998e-91   1.1555850000000001e-13   5.0973400000000003e-19   1.1317057000000000e-15   1.5480989999999999e-13   1.3909500000000001e-15   9.9999999999999996e-39   1.9999999519931325e-02   9.7682438703999674e-01   2.1774995999999999e-07   6.3541768999999997e-05   1.6591565000000000e-01   1.5268129000000000e-24   7.9162151000000003e-01   9.3470871000000000e-01   3.6975647000000002e-03   3.6975647000000002e-03   1.0000000000000001e-05   1.0000000000000001e-05   1.3000000000000000e-07   1.3000000000000000e-07   
5.9250000000000000e+06   2.6216171391786679e-04   2.4387325999999999e+02   7.7861327000000000e+15   2.9800000000000000e+05   3.6679614000000000e-07   4.5935800000000000e-07   5.8714497999999996e-06   3.0605435999999999e-06   3.5918602999999999e-11   3.1770568000000000e-12   4.8389508000000001e-15   9.9539897999999997e-04   4.7062523999999998e-04   1.9741112999999999e-12   6.1592736000000003e-09   1.7119959999999999e-03   1.2475749000000000e-11   2.7391667999999998e-07   4.2388568000000002e-11   4.6775222999999995e-16   8.8610933999999996e-17   2.0306590999999999e-14   3.8850602000000003e-20   2.8458422000000000e-12   4.5642423999999997e-26   2.5277966999999998e-25   2.2810999000000000e-20   5.7898208000000004e-22   2.4477507000000001e-24   7.7355488000000001e-10   4.4854864999999999e-24   7.6365927999999996e-20   1.3607115000000000e-14   1.7421290999999999e-19   8.6221462999999992e-28   1.9105961000000002e-14   1.1574338000000000e-12   1.9439817000000001e-18   0.0000000000000000e+00   2.5009000000000001e-11   2.9493575999999998e-17   2.1584805999999998e-15   1.9007805999999998e-12   1.0431905000000000e-19   7.6687523000000002e-16   9.6898132000000001e-27   0.0000000000000000e+00   5.2557615999999997e-24   3.9381890999999999e-23   7.9524616999999994e-27   3.3750777000000000e-21   8.9710640999999995e-16   1.8859488999999998e-12   2.1526120000000001e-15   7.4255953000000006e-18   1.1991185000000000e-16   3.6228252999999999e-20   1.1555069000000001e-15   1.0112129000000000e-17   5.7562391000000000e-12   1.5977435000000000e-10   2.2562766000000001e-20   1.6759716000000000e-92   1.1540354000000001e-13   4.5661817000000002e-19   9.8135507999999993e-16   1.3081348000000000e-13   1.4214754000000000e-15   9.9999999999999996e-39   1.9999999486266139e-02   9.7681194100210733e-01   1.7644768000000000e-07   5.0173946999999999e-05   1.5844567000000001e-01   1.4267603000000000e-24   8.4693883000000003e-01   1.0000247000000000e+00   3.9559892000000001e-03   3.9559892000000001e-03   1.0000000000000001e-05   1.0000000000000001e-05   1.3000000000000000e-07   1.3000000000000000e-07   
5.9750000000000000e+06   2.4504857492481163e-04   2.4387482000000000e+02   7.2778305000000000e+15   3.2005000000000000e+05   3.9232134999999998e-07   5.5051532000000005e-07   5.5690404000000004e-06   3.3363560000000000e-06   3.9595303000000000e-11   3.5649264000000002e-12   5.5563413999999996e-15   1.0032029000000000e-03   4.7975074000000000e-04   1.9113427000000002e-12   6.1218262000000002e-09   1.7073942000000000e-03   1.2558270000000000e-11   2.6984130999999997e-07   4.7521044999999997e-11   4.8188511000000002e-16   9.2845206000000003e-17   2.2324955000000001e-14   3.8482937999999998e-20   3.0913070000000000e-12   4.9992424999999997e-26   2.7693009000000001e-25   2.6420266000000000e-20   6.2305614999999997e-22   2.7036445000000001e-24   7.6511384000000000e-10   4.6191790999999998e-24   6.9531445999999999e-20   1.2566228999999999e-14   1.7278438000000000e-19   1.7476587000000001e-27   1.8685328999999999e-14   1.1979439000000001e-12   2.1648497000000000e-18   0.0000000000000000e+00   2.5058000000000001e-11   2.8644879999999998e-17   2.0735087999999999e-15   1.8440006999999998e-12   2.2225235000000000e-19   7.8196297000000005e-16   1.2023098000000000e-26   0.0000000000000000e+00   1.0509624000000000e-23   3.2861670000000000e-23   5.5358578999999999e-27   2.8765588999999998e-21   7.0679379000000000e-16   1.6824256000000000e-12   2.0329474000000001e-15   6.4173139000000002e-18   1.1323759000000001e-16   2.8531373000000001e-20   1.0813451000000000e-15   8.4668086000000004e-18   5.7485998999999999e-12   1.5998604000000000e-10   2.0648228999999999e-20   8.0075598000000002e-94   1.1526607000000001e-13   4.0885409000000001e-19   8.5138801999999998e-16   1.1059954000000000e-13   1.4518821000000001e-15   9.9999999999999996e-39   2.0000000000000000e-02   9.7679952689462601e-01   1.4308610000000001e-07   3.9651462000000001e-05   1.5126990000000001e-01   1.3336171000000000e-24   9.0607658000000002e-01   1.0698517999999999e+00   4.2322612999999999e-03   4.2322612999999999e-03   1.0000000000000001e-05   1.0000000000000001e-05   1.3000000000000000e-07   1.3000000000000000e-07   
6.0250000000000000e+06   2.2905419867525983e-04   2.4384997000000001e+02   6.8034981000000000e+15   3.4400000000000000e+05   4.1883994000000000e-07   6.5852636999999997e-07   5.3031163000000004e-06   3.6441606000000000e-06   4.3905146000000003e-11   3.9949814999999997e-12   6.3885981000000001e-15   1.0108643999999999e-03   4.8884598999999996e-04   1.8473479000000002e-12   6.0673097000000001e-09   1.7028423999999999e-03   1.2636933000000000e-11   2.6608591999999999e-07   5.3153317000000001e-11   4.9371327999999999e-16   9.7061023000000004e-17   2.4418942000000000e-14   3.8155287000000000e-20   3.3410794999999998e-12   5.5764257000000002e-26   3.0896226000000000e-25   3.2491133999999999e-20   6.8350523999999997e-22   3.1663583000000002e-24   7.5723027999999999e-10   5.0588357999999999e-24   6.3200739000000000e-20   1.1629428000000000e-14   1.7202037000000001e-19   3.8317570000000003e-27   1.8252702000000001e-14   1.2402706000000001e-12   2.4075001000000001e-18   0.0000000000000000e+00   2.5104269999999999e-11   2.7774562000000000e-17   1.9822227000000000e-15   1.7841317000000000e-12   5.1027592000000000e-19   7.9489841000000005e-16   1.5837995000000001e-26   0.0000000000000000e+00   2.2660861999999999e-23   2.7330166000000003e-23   3.8553105000000000e-27   2.4543198999999999e-21   5.5677811999999999e-16   1.5034492000000000e-12   1.9237702000000001e-15   5.5332457999999998e-18   1.0724031000000000e-16   2.2597300000000000e-20   1.0121801000000000e-15   7.1380601999999993e-18   5.7714063999999999e-12   1.6014267000000001e-10   1.8864672000000000e-20   4.0083218000000003e-95   1.1514434999999999e-13   3.6605879000000001e-19   7.3908440999999997e-16   9.3576724000000000e-14   1.4821378000000001e-15   9.9999999999999996e-39   1.9999999706033576e-02   9.7678714963559277e-01   1.1611659000000000e-07   3.1362022999999998e-05   1.4435774000000001e-01   1.2466986000000001e-24   9.6932388999999997e-01   1.1445311000000000e+00   4.5277319000000000e-03   4.5277319000000000e-03   1.0000000000000001e-05   1.0000000000000001e-05   1.3000000000000000e-07   1.3000000000000000e-07   
6.0750000000000000e+06   2.1410333078353733e-04   2.4378389000000001e+02   6.3611427000000000e+15   3.6995000000000000e+05   4.4632602000000002e-07   7.8549889000000004e-07   5.0694484000000004e-06   3.9876249999999998e-06   4.8936671999999999e-11   4.4673376999999997e-12   7.3380303999999998e-15   1.0183841000000000e-03   4.9790806999999997e-04   1.7817290000000000e-12   5.9953105999999998e-09   1.6983422999999999e-03   1.2700305000000000e-11   2.6262857000000002e-07   5.9306501000000003e-11   5.0314891000000000e-16   1.0121332000000000e-16   2.6560278000000000e-14   3.7844364999999999e-20   3.5940538000000002e-12   6.5017505999999995e-26   3.6029007000000002e-25   4.4879351000000000e-20   7.8450190000000000e-22   4.1584796999999997e-24   7.4987132000000000e-10   6.2293398000000002e-24   5.7327942000000002e-20   1.0785940000000000e-14   1.7173674999999999e-19   8.5863874000000007e-27   1.7797828000000000e-14   1.2837675000000001e-12   2.6707349999999998e-18   0.0000000000000000e+00   2.5147823999999999e-11   2.6863112000000000e-17   1.8849806000000000e-15   1.7209563000000001e-12   1.1934933999999999e-18   8.0487907000000004e-16   2.3430917000000000e-26   0.0000000000000000e+00   4.9806038000000000e-23   2.2658545000000001e-23   2.6895980000000000e-27   2.0968423000000001e-21   4.3894832000000002e-16   1.3470288000000001e-12   1.8240913000000002e-15   4.7601953000000001e-18   1.0186578000000000e-16   1.8015188000000001e-20   9.4779489000000007e-16   6.0599622999999999e-18   5.8249592999999998e-12   1.6024593000000001e-10   1.7208568000000001e-20   2.1008537000000000e-96   1.1503673999999999e-13   3.2770122000000001e-19   6.4204733000000004e-16   7.9240104999999999e-14   1.5122185000000000e-15   9.9999999999999996e-39   1.9999999371182162e-02   9.7677480756013324e-01   9.4312693000000004e-08   2.4830424000000001e-05   1.3771109000000001e-01   1.1656398000000000e-24   1.0369666000000000e+00   1.2244003999999999e+00   4.8437363000000001e-03   4.8437363000000001e-03   1.0000000000000001e-05   1.0000000000000001e-05   1.3000000000000000e-07   1.3000000000000000e-07   
6.1250000000000000e+06   2.0012577176668089e-04   2.4368161000000001e+02   5.9483564000000000e+15   3.9800000000000000e+05   4.7471980000000002e-07   9.3356488999999995e-07   4.8642205000000002e-06   4.3705043999999998e-06   5.4793532000000002e-11   4.9804667999999999e-12   8.4027752999999997e-15   1.0257637999999999e-03   5.0693641999999999e-04   1.7151952999999999e-12   5.9091086000000000e-09   1.6938941999999999e-03   1.2754160000000000e-11   2.5944772999999998e-07   6.5998872999999994e-11   5.1000972000000003e-16   1.0526266000000000e-16   2.8706941000000000e-14   3.7521005000000000e-20   3.8493977999999997e-12   8.2881692000000003e-26   4.5934617999999998e-25   7.3230115000000006e-20   9.8516134999999998e-22   6.4424139000000003e-24   7.4300430000000005e-10   9.1052193000000001e-24   5.1914851000000000e-20   1.0026754000000000e-14   1.7192510000000001e-19   1.9091734000000000e-26   1.7328847000000000e-14   1.3289729000000000e-12   2.9566661999999999e-18   0.0000000000000000e+00   2.5188686000000000e-11   2.5933052999999999e-17   1.7839626999999998e-15   1.6555005999999999e-12   2.7620450000000000e-18   8.1226648000000003e-16   4.0944042999999999e-26   0.0000000000000000e+00   1.0836943000000001e-22   1.8756326000000000e-23   1.8840276000000001e-27   1.7962843000000000e-21   3.4662458000000001e-16   1.2109955000000000e-12   1.7326571000000000e-15   4.0876040000000001e-18   9.7050182999999996e-17   1.4465365999999999e-20   8.8778345999999997e-16   5.1798938000000002e-18   5.9090800000000001e-12   1.6029819000000001e-10   1.5676437000000001e-20   1.1521976999999999e-97   1.1494172000000001e-13   2.9338240000000001e-19   5.5817931999999995e-16   6.7160990000000000e-14   1.5421072000000000e-15   9.9999999999999996e-39   2.0000000336227331e-02   9.7676249579440177e-01   7.6672334999999998e-08   1.9679679999999999e-05   1.3131997000000001e-01   1.0899992000000000e-24   1.1093237000000000e+00   1.3098361999999999e+00   5.1817646000000004e-03   5.1817646000000004e-03   1.0000000000000001e-05   1.0000000000000001e-05   1.3000000000000000e-07   1.3000000000000000e-07   
6.1750000000000000e+06   1.8705714296622113e-04   2.4356980999999999e+02   5.5624684000000000e+15   4.2825000000000000e+05   5.0395311000000001e-07   1.1048575999999999e-06   4.6839853000000000e-06   4.7965945999999998e-06   6.1590997000000004e-11   5.5306710999999997e-12   9.5766608000000003e-15   1.0330067000000000e-03   5.1593319999999995e-04   1.6494778000000001e-12   5.8154688000000000e-09   1.6894975000000000e-03   1.2822471000000001e-11   2.5652239000000001e-07   7.3246331000000001e-11   5.1403038000000002e-16   1.0917943000000000e-16   3.0801547999999998e-14   3.7153147000000000e-20   4.1066174999999999e-12   1.2119121000000000e-25   6.7174039999999999e-25   1.4052983000000000e-19   1.4194690000000000e-21   1.1727290000000000e-23   7.3659671999999999e-10   1.5807685000000000e-23   4.6993416999999999e-20   9.3439339999999996e-15   1.7272329000000000e-19   4.1564340999999999e-26   1.6870843000000001e-14   1.3777723000000000e-12   3.2729642000000001e-18   0.0000000000000000e+00   2.5226886999999999e-11   2.5040823000000000e-17   1.6828482000000000e-15   1.5898578000000000e-12   6.2441128000000003e-18   8.1866251000000002e-16   8.4133881000000003e-26   0.0000000000000000e+00   2.3041361000000000e-22   1.5548540000000001e-23   1.3295686000000001e-27   1.5467328000000001e-21   2.7437786000000002e-16   1.0931507000000000e-12   1.6479606999999999e-15   3.5062204999999999e-18   9.2726417999999994e-17   1.1700595000000000e-20   8.3159648999999998e-16   4.4562013000000002e-18   6.0228932000000002e-12   1.6030252000000001e-10   1.4264393000000000e-20   6.6060485999999999e-99   1.1485788000000001e-13   2.6276313999999998e-19   4.8565499000000000e-16   5.6977075000000003e-14   1.5717947000000000e-15   9.9999999999999996e-39   2.0000000359552603e-02   9.7675020942057578e-01   6.2382586999999994e-08   1.5612472000000000e-05   1.2516490999999999e-01   1.0192877000000000e-24   1.1867474000000000e+00   1.4012544000000000e+00   5.5434621999999999e-03   5.5434621999999999e-03   1.0000000000000001e-05   1.0000000000000001e-05   1.3000000000000000e-07   1.3000000000000000e-07   
6.2250000000000000e+06   1.7483791793979330e-04   2.4344058000000001e+02   5.2018685000000000e+15   4.6080000000000000e+05   5.3404163000000002e-07   1.3014562000000001e-06   4.5256394000000001e-06   5.2695811000000000e-06   6.9429868999999995e-11   6.1147619999999996e-12   1.0851202000000001e-14   1.0401173000000000e-03   5.2490264999999995e-04   1.5846811000000001e-12   5.7162465999999997e-09   1.6851507000000001e-03   1.2898844999999999e-11   2.5383257000000000e-07   8.1062229000000003e-11   5.1540781000000003e-16   1.1292437000000000e-16   3.2814601999999999e-14   3.6720144000000000e-20   4.3655249000000002e-12   2.0553645999999999e-25   1.1393702000000001e-24   2.9912645000000001e-19   2.3722715000000000e-21   2.3656943000000001e-23   7.3061683000000005e-10   3.0735384999999999e-23   4.2526819000000000e-20   8.7297336000000001e-15   1.7396737000000000e-19   8.8100697999999999e-26   1.6420345999999999e-14   1.4299470999999999e-12   3.6203448999999999e-18   0.0000000000000000e+00   2.5262461000000001e-11   2.4174650999999999e-17   1.5828021000000000e-15   1.5244559000000000e-12   1.3720586999999999e-17   8.2379269000000003e-16   1.9173533000000000e-25   0.0000000000000000e+00   4.7630528999999999e-22   1.2913740000000000e-23   9.4612007999999995e-28   1.3388593000000001e-21   2.1786007999999999e-16   9.9122685000000001e-13   1.5690930000000001e-15   3.0052969000000000e-18   8.8821458999999995e-17   9.5345032999999996e-21   7.7903856000000000e-16   3.8564508999999999e-18   6.1648557999999996e-12   1.6026275000000000e-10   1.2968760000000000e-20   3.9565242999999998e-100  1.1478393000000000e-13   2.3545467000000000e-19   4.2289422999999998e-16   4.8383473999999997e-14   1.6012790000000000e-15   9.9999999999999996e-39   2.0000000000000000e-02   9.7673793798090525e-01   5.0799459999999998e-08   1.2398249999999999e-05   1.1924649000000000e-01   9.5320998000000007e-25   1.2695932000000001e+00   1.4990747000000000e+00   5.9304904000000002e-03   5.9304904000000002e-03   1.0000000000000001e-05   1.0000000000000001e-05   1.3000000000000000e-07   1.3000000000000000e-07   
6.2750000000000000e+06   1.6341266694942216e-04   2.4330786000000001e+02   4.8645906000000000e+15   4.9575000000000000e+05   5.6503874000000002e-07   1.5253548000000000e-06   4.3864072999999998e-06   5.7930074000000000e-06   7.8411920000000001e-11   6.7273314999999998e-12   1.2216049000000000e-14   1.0471007000000000e-03   5.3385054000000000e-04   1.5217427000000001e-12   5.6154151000000001e-09   1.6808515000000001e-03   1.2994641000000001e-11   2.5135942999999999e-07   8.9457471999999995e-11   5.1426381000000000e-16   1.1646873000000000e-16   3.4708451999999999e-14   3.6206623999999999e-20   4.6261869000000003e-12   3.8974520000000000e-25   2.1607525000000001e-24   6.6343665000000001e-19   4.4310615000000000e-21   4.9689383000000000e-23   7.2503413000000002e-10   6.2655649000000003e-23   3.8510408000000001e-20   8.1769814000000003e-15   1.7561189000000001e-19   1.8138717000000000e-25   1.5990658000000001e-14   1.4863294999999999e-12   4.0050178000000003e-18   0.0000000000000000e+00   2.5295441000000001e-11   2.3356102999999999e-17   1.4862120000000000e-15   1.4606251000000000e-12   2.9256573999999999e-17   8.2855837999999999e-16   4.5522866000000004e-25   2.6698806000000001e-97   9.5555142999999994e-22   1.0765502000000000e-23   6.8009580999999996e-28   1.1663206000000000e-21   1.7362201000000001e-16   9.0318914000000004e-13   1.4948850000000000e-15   2.5752232000000000e-18   8.5263392999999995e-17   7.8243570000000007e-21   7.2975041000000000e-16   3.3550631000000000e-18   6.3324117000000002e-12   1.6018347000000001e-10   1.1784896000000000e-20   0.0000000000000000e+00   1.1471871000000001e-13   2.1113137999999999e-19   3.6853414999999999e-16   4.1124308000000000e-14   1.6305631000000000e-15   9.9999999999999996e-39   2.0000000205567144e-02   9.7672566915667847e-01   4.1399205000000001e-08   9.8548238000000000e-06   1.1355418000000000e-01   8.9140591999999991e-25   1.3582559999999999e+00   1.6037634999999999e+00   6.3446934999999999e-03   6.3446934999999999e-03   1.0000000000000001e-05   1.0000000000000001e-05   1.3000000000000000e-07   1.3000000000000000e-07   
6.3250000000000000e+06   1.5272960768662722e-04   2.4315638999999999e+02   4.5494015000000000e+15   5.3320000000000000e+05   5.9706414000000001e-07   1.7784089000000001e-06   4.2638142000000004e-06   6.3701675999999998e-06   8.8620112999999994e-11   7.3639165000000000e-12   1.3662339000000000e-14   1.0539627999999999e-03   5.4278363999999996e-04   1.4603544000000000e-12   5.5131983999999998e-09   1.6765974000000001e-03   1.3095727000000001e-11   2.4908549000000001e-07   9.8440671000000004e-11   5.1105907000000003e-16   1.1977629000000000e-16   3.6476060000000002e-14   3.5610748999999999e-20   4.8887709000000001e-12   7.8207791999999996e-25   4.3363626000000001e-24   1.4734931999999999e-18   8.7527455000000005e-21   1.0441750000000000e-22   7.1981963999999995e-10   1.2827038999999999e-22   3.4894541000000001e-20   7.6788934000000006e-15   1.7740348000000000e-19   3.6245916000000000e-25   1.5572783000000001e-14   1.5459391000000001e-12   4.4252583999999997e-18   0.0000000000000000e+00   2.5325858000000001e-11   2.2558891000000001e-17   1.3934716000000000e-15   1.3984472000000000e-12   6.0530329999999997e-17   8.3227557000000000e-16   1.0821874999999999e-24   4.6060665999999998e-92   1.8601132000000001e-21   9.0058194999999998e-24   4.9378456999999998e-28   1.0217965999999999e-21   1.3895148000000000e-16   8.2712463000000000e-13   1.4247333000000000e-15   2.2065420000000001e-18   8.1977766000000006e-17   6.4644734999999997e-21   6.8362653999999996e-16   2.9320833999999999e-18   6.5223050999999999e-12   1.6006985999999999e-10   1.0707771000000000e-20   0.0000000000000000e+00   1.1466116999999999e-13   1.8946863000000001e-19   3.2140283999999999e-16   3.4985318000000001e-14   1.6596542000000001e-15   9.9999999999999996e-39   2.0000000000000000e-02   9.7671339097686261e-01   3.3765402999999998e-08   7.8405053000000007e-06   1.0809139000000000e-01   8.3364946999999998e-25   1.4531396000000001e+00   1.7157975999999999e+00   6.7879582999999999e-03   6.7879582999999999e-03   1.0000000000000001e-05   1.0000000000000001e-05   1.3000000000000000e-07   1.3000000000000000e-07   
6.3750000000000000e+06   1.4274043811153848e-04   2.4300502000000000e+02   4.2544997000000000e+15   5.7325000000000000e+05   6.3024329000000003e-07   2.0623139000000002e-06   4.1556651999999998e-06   7.0041113000000003e-06   1.0012652999999999e-10   8.0170160999999999e-12   1.5184630000000001e-14   1.0607098000000000e-03   5.5170955999999998e-04   1.4013514999999999e-12   5.4123525999999998e-09   1.6723851000000000e-03   1.3215687000000000e-11   2.4699446999999998e-07   1.0801872000000000e-10   5.0598822999999999e-16   1.2282806999999999e-16   3.8090386999999998e-14   3.4938236000000003e-20   5.1533985000000002e-12   1.5928619000000000e-24   8.8329461999999997e-24   3.2134154999999999e-18   1.7528328000000001e-20   2.1530374000000000e-22   7.1494599999999996e-10   2.5811872000000000e-22   3.1672184999999997e-20   7.2294375999999998e-15   1.7926173000000001e-19   7.0280521000000003e-25   1.5181063999999999e-14   1.6094427000000000e-12   4.8891292000000002e-18   0.0000000000000000e+00   2.5353749000000001e-11   2.1807419999999999e-17   1.3064044000000001e-15   1.3390500000000000e-12   1.2157286000000000e-16   8.3604455000000004e-16   2.5256996000000000e-24   3.8935140999999998e-87   3.5146561000000001e-21   7.5743509000000001e-24   3.6266174999999999e-28   9.0120386000000006e-22   1.1172586000000000e-16   7.6143653999999998e-13   1.3577008000000000e-15   1.8910754999999999e-18   7.8892182000000003e-17   5.3739543999999999e-21   6.4032757000000004e-16   2.5716946000000000e-18   6.7300021000000002e-12   1.5992803999999999e-10   9.7312361000000006e-21   0.0000000000000000e+00   1.1461038000000001e-13   1.7019721000000000e-19   2.8049425000000002e-16   2.9787264999999999e-14   1.6885631000000000e-15   9.9999999999999996e-39   2.0000000000000000e-02   9.7670108965265978e-01   2.7557539000000000e-08   6.2428526999999999e-06   1.0284544000000000e-01   7.7961056000000000e-25   1.5547017999999999e+00   1.8357173000000000e+00   7.2624231000000001e-03   7.2624231000000001e-03   1.0000000000000001e-05   1.0000000000000001e-05   1.3000000000000000e-07   1.3000000000000000e-07   
6.4250000000000000e+06   1.3339948348229831e-04   2.4280517000000000e+02   3.9793573000000000e+15   6.1600000000000000e+05   6.6473189999999995e-07   2.3785326999999998e-06   4.0600244999999996e-06   7.6974975000000002e-06   1.1297941000000000e-10   8.6839737000000007e-12   1.6787462000000000e-14   1.0673479000000000e-03   5.6063583999999998e-04   1.3430560999999999e-12   5.3081992000000001e-09   1.6682114999999999e-03   1.3311606000000000e-11   2.4507150999999998e-07   1.1819659000000000e-10   4.9980463000000001e-16   1.2558225000000000e-16   3.9586942000000000e-14   3.4217058999999999e-20   5.4197717999999999e-12   3.2144296000000001e-24   1.7827158999999999e-23   6.8227248999999996e-18   3.4739405000000002e-20   4.3167713999999997e-22   7.1038778000000000e-10   5.0546961999999998e-22   2.8759312000000000e-20   6.8231062999999996e-15   1.8074290000000000e-19   1.3228964000000000e-24   1.4783929000000001e-14   1.6735037000000000e-12   5.3816230999999999e-18   0.0000000000000000e+00   2.5379148000000000e-11   2.1035195999999999e-17   1.2232245000000000e-15   1.2812001999999999e-12   2.3723800000000000e-16   8.3744546999999996e-16   5.7383263000000001e-24   1.6318905000000000e-82   6.4520511999999997e-21   6.3881507999999998e-24   2.6887062000000001e-28   7.9816984000000002e-22   9.0294589999999996e-17   7.0458491000000000e-13   1.2939381000000000e-15   1.6208381000000000e-18   7.5937143999999996e-17   4.4949359000000000e-21   5.9998405000000000e-16   2.2618358999999999e-18   6.9513379000000001e-12   1.5976372999999999e-10   8.8492241000000000e-21   0.0000000000000000e+00   1.1456551000000000e-13   1.5304966999999999e-19   2.4494658999999999e-16   2.5380410000000000e-14   1.7173021999999999e-15   9.9999999999999996e-39   2.0000000000000000e-02   9.7668875242739017e-01   2.2508797999999998e-08   4.9752572000000002e-06   9.7831540999999994e-02   7.2919241999999999e-25   1.6633861000000001e+00   1.9640465000000000e+00   7.7701599000000003e-03   7.7701599000000003e-03   1.0000000000000001e-05   1.0000000000000001e-05   1.3000000000000000e-07   1.3000000000000000e-07   
