alt                      press                    temp                     density                  eddy                     O                        O2                       H2O                      H                        OH                       HO2                      H2O2                     CO                       HCO                      H2CO                     CH4                      CH3                      C2H6                     NO                       NO2                      HNO                      O3                       HNO3                     N                        C3H2                     C3H3                     CH3C2H                   CH2CCH2                  C3H5                     C2H5CHO                  C3H6                     C3H7                     C3H8                     C2H4OH                   C2H2OH                   C2H5                     C2H4                     CH                       CH3O2                    CH3O                     CH2CO                    CH3CO                    CH3CHO                   C2H2                     CH23                     C2H                      C2                       C2H3                     HCS                      CS2                      CS                       OCS                      S                        HS                       H2S                      SO3                      S2                       HSO                      H2SO4                    SO2                      SO                       HNCO                     NH3                      NH2                      HCN                      NCO                      CN                       N2H3                     N2H4                     CO2                      S3                       S4                       N2                       SO4AER                   S8AER                    HCAER                    HCAER2                   SO4AER_AERSOL            S8AER_AERSOL             HCAER_AERSOL             HCAER2_AERSOL            SO4AER_WFALL             S8AER_WFALL              HCAER_WFALL              HCAER2_WFALL             SO4AER_RPAR              S8AER_RPAR               HCAER_RPAR               HCAER2_RPAR              
8.7600000000000000e+02   2.1554720611348895e-08   1.4654016807956776e+02   1.0658758596049985e+12   1.4481472068900241e+07   1.2342623332705468e-14   2.2235309804683961e-17   8.0138368164192715e-08   7.7868761942682322e-04   4.1835484181989517e-10   5.2898247284167521e-26   2.0713319271873571e-20   1.3270987375451299e-07   4.2329690414481481e-17   9.5276877322009082e-12   2.7426327142707588e-06   6.7753786348919080e-08   6.4272294516830604e-10   -7.6095934502399027e-49  -8.6832980266247962e-67  -3.4315631587044886e-51  2.1759768351996043e-37   -1.2622678682204029e-76  -5.4245700940843774e-47  5.2234476119781647e-13   1.6962258953231536e-13   5.5633053932378678e-12   1.3365283668895307e-12   1.4255684772288025e-20   2.2965379755175310e-26   2.1922343093712198e-16   1.4445775125927769e-23   3.7065612761343889e-16   6.6092895556082121e-21   7.9908039221081415e-23   1.1190132545038180e-16   3.3286639625925741e-09   3.1708636527894880e-11   4.4383331283471542e-28   4.0219616181599842e-11   1.5953902473307819e-16   2.5338509390507741e-22   1.6399772503675099e-17   1.2881461345145903e-09   1.3692344129344781e-11   5.2983475661494905e-15   6.7742414351361232e-16   1.0815261346764833e-17   5.8191835141760264e-84   5.7591121233020730e-85   1.6151323399747446e-80   9.7766175094279558e-86   1.1804765083601606e-80   1.4920617325596699e-83   -1.4184205546752242e-84  2.3947940861619098e-86   -2.4926914390232300e-85  -1.5041855181862560e-85  -1.7536533957186799e-89  -3.3771779789447777e-85  1.6007119597420568e-81   -6.0272487823786846e-44  -2.8225927251566136e-42  -1.3224754569030879e-40  -6.3794344570749791e-36  -4.4423770613125116e-45  -2.6358606049784234e-39  -6.5463532097012719e-73  -4.1225429294035029e-70  6.0378055693950532e-13   4.7282229436432061e-86   -3.9136014814941848e-86  -2.7160160442026122e-50  5.2160762388044156e-91   -4.2619617532522038e-90  1.1180454431771754e-17   8.4230698950713363e-21   1.0000000000000000e-100  1.1752134583074155e-72   1.7060247433276320e-07   1.6451528112411693e-10   1.0071692189671036e+04   1.3030251770386898e+04   5.1554473271356350e+01   5.1554473271356350e+01   1.0000000000000001e-05   1.0000000000000001e-05   1.3000000000000005e-07   1.3000000000000005e-07   
8.8400000000000000e+02   1.8868890621794128e-08   1.4860861827101624e+02   9.2007511443865918e+11   1.5006803919567652e+07   1.2259603568239359e-14   1.5181914651853799e-17   8.0830584091696853e-08   8.3518438097666991e-04   4.1304346939239702e-10   3.0486725523621939e-26   1.2601363651387520e-20   1.3351451321853966e-07   1.8976323096416671e-17   3.8872709956136450e-12   1.7269287170700391e-06   4.6458321315530173e-08   2.4749868016168221e-10   -4.0793949606051524e-49  -3.5186194276965713e-67  -1.8907999827498585e-51  1.0962257579508259e-37   -2.8405360195442350e-77  -3.7711568481892422e-47  1.8157908545131321e-13   5.3385638092402487e-14   1.5468494780214615e-12   3.8599007472500743e-13   3.7654358340734899e-21   2.8753495430021567e-27   4.8938365119939643e-17   2.8439988504142970e-24   7.5759229018370937e-17   2.2735258984976775e-21   2.8748210983345263e-23   4.3693640659721502e-17   1.4565472908577503e-09   2.5978401005969415e-11   1.5906283875253390e-28   2.0844645745411284e-11   4.6315600130794879e-17   6.8624382299128315e-23   3.8463669695701741e-18   5.8314494269756367e-10   1.0852285431515692e-11   2.4238839409106495e-15   3.0940077230913626e-16   4.2270130877514362e-18   1.5076346255091445e-84   8.3217477603285559e-85   -3.7317264839957221e-81  1.0417634389484462e-85   7.9142434177321275e-81   3.5947481408675850e-84   -8.3030311541537579e-85  2.4877606864341844e-86   -1.8298629323770448e-85  -9.0417958268628357e-86  -1.3133929344343582e-89  -1.6019523547368291e-84  7.9783839115593418e-82   -2.3789809569988792e-44  -1.7031562773990105e-42  -8.4192002538487948e-41  -2.7335918992456124e-36  -1.7857315659834928e-45  -1.1554219980406442e-39  -2.6619464714313236e-73  -1.5162596996988479e-70  4.2322198092285090e-13   -1.6042491770865885e-85  1.3735525892859269e-85   -1.1196190520375066e-50  -1.8598465252261576e-89  1.0499500737850948e-88   1.3995145907912792e-18   5.7313363078680715e-22   4.4768404882367521e-73   1.0000000000000000e-100  1.8434015932059514e-08   9.6629201473274500e-12   1.1457736689352920e+04   1.4823446841850340e+04   5.8649288574340424e+01   5.8649288574340424e+01   1.0000000000000001e-05   1.0000000000000001e-05   1.3000000000000005e-07   1.3000000000000005e-07   
8.9200000000000000e+02   1.6550916153933362e-08   1.5096826645380531e+02   7.9443301460443811e+11   1.5546027571909184e+07   1.0944157773809937e-14   9.3491511875882578e-18   8.1549668008240465e-08   8.9603311570526510e-04   3.9236865935889107e-10   1.5806970559452237e-26   7.1378816828025514e-21   1.3448030332626432e-07   7.9772834344658204e-18   1.4767428168748000e-12   1.0642515027189505e-06   3.0988205521323767e-08   9.0334159118957480e-11   -1.9728172639864849e-49  -1.1499185817934519e-67  -9.1081638533835527e-52  4.4367535164081904e-38   -4.8215306139851334e-78  -2.5240356894440881e-47  5.7036910049969672e-14   1.5024916122849088e-14   3.9027917966211045e-13   1.0079989232102459e-13   9.1047434764964267e-22   3.0004796681574939e-28   9.8656459679351292e-18   5.0598353066917665e-25   1.3800030651793372e-17   7.1194173360846648e-22   9.5202855758542329e-24   1.6227419668362644e-17   6.0390790112909573e-10   2.0611117343875349e-11   4.9695413694083860e-29   1.0114371991017683e-11   1.2636035201114810e-17   1.6868481945085953e-23   8.0595044685737977e-19   2.5257437557475847e-10   8.3599688853256404e-12   1.0450730239802786e-15   1.3309714701570022e-16   1.5810025305979892e-18   -3.1706893897171271e-84  6.9242120158307646e-85   -1.1936910467219402e-80  1.0096222271220503e-85   6.6270359911962742e-81   -2.9240625518934482e-84  -1.0205336612718723e-84  1.8647744112609654e-86   -5.9310957972489926e-85  -3.0484881162721067e-84  -1.4120905524942967e-89  -1.4964021635649559e-84  1.1975213156990823e-82   -8.6681714590611434e-45  -1.0002968914757885e-42  -5.2215685132660742e-41  -1.1280952855487967e-36  -6.4500403989204373e-46  -4.7393960547381233e-40  -1.0231443787472253e-73  -5.2285157576743028e-71  2.8852139461846332e-13   -3.6931020392874354e-86  8.8234433596021535e-87   -4.3757599584220063e-51  4.5463814719679010e-91   -3.9044758871951107e-90  1.8606392688781810e-19   5.8247406411154667e-23   1.0000000000000000e-100  8.7592599276386737e-73   2.1161122928359781e-09   8.4793603003258456e-13   1.3004942477564027e+04   1.6825144330348459e+04   6.6569048224788062e+01   6.6569048224788062e+01   1.0000000000000001e-05   1.0000000000000001e-05   1.3000000000000005e-07   1.3000000000000005e-07   
9.0000000000000000e+02   1.4548589336267793e-08   1.5345387089340326e+02   6.8701141127271277e+11   1.6093593695805097e+07   8.9414266352984107e-15   5.2270261094940173e-18   8.2301772052139191e-08   9.6137010331603056e-04   3.6107462578196744e-10   7.4454276203082280e-27   3.7942063118613931e-21   1.3556805775568503e-07   3.1503313312233127e-18   5.2583951747935156e-13   6.4275435115420406e-07   2.0152230868301426e-08   3.1327242275241797e-11   -8.7196613169441064e-50  -3.1451383821802673e-68  -3.9280938989716078e-52  1.4902067782270710e-38   -6.4692806830069357e-79  -1.6423853379704078e-47  1.6262621591078333e-14   3.7998693463005454e-15   8.9595330829118471e-14   2.3930542093221557e-14   2.0091207022896845e-22   2.6808138820710003e-29   1.7954999630368659e-18   8.1306397640061937e-26   2.2381760057565125e-18   2.0546055948107504e-22   2.9330888408188846e-24   5.7411745129713948e-18   2.3798393089073876e-10   1.5852995990013581e-11   1.3732704704980569e-29   4.6209904389797465e-12   3.4218690789211367e-18   3.7364495379242217e-24   1.5162506689625723e-19   1.0490996514968292e-10   6.2671729799343839e-12   4.2994923833725013e-16   5.4629602541317820e-17   5.6794415672270886e-19   -4.5555093988585361e-84  7.0175663755324842e-85   -1.2646508389351368e-80  9.3994558867882881e-86   6.1040386671554293e-81   1.0621516753532917e-83   -1.0886615299561920e-84  1.5726145283890798e-86   -4.4336111293821886e-85  -2.2652471834128946e-84  -1.2251042422766080e-89  -2.2348064104442404e-84  -4.7032795665642980e-82  -2.9330505560629047e-45  -5.4495947207365226e-43  -3.1661886975316823e-41  -4.5411385788160917e-37  -2.1407840607938003e-46  -1.8475131114195952e-40  -3.7147368341504332e-74  -1.6995318251658673e-71  1.9209551279766508e-13   -5.3930560592740509e-87  4.7326344801655570e-87   -1.6237726236991169e-51  -1.9296226085210763e-89  1.0886025767102835e-88   1.6779696864132864e-20   -1.6851967469703055e-24  3.3428145741418060e-73   1.0000000000000000e-100  1.6503167403374374e-10   1.0000000000000000e-100  1.4730981121640483e+04   1.9058206826122372e+04   7.5404208556278249e+01   7.5404208556278249e+01   1.0000000000000001e-05   1.0000000000000001e-05   1.3000000000000005e-07   1.3000000000000005e-07   
9.0800000000000000e+02   1.2818696167951706e-08   1.5654379526479607e+02   5.9337454102983423e+11   1.6667502183037842e+07   6.7896265892636312e-15   2.6737643301111034e-18   8.3110240144593796e-08   1.0312707804848149e-03   3.2285018372602670e-10   3.1862892845723765e-27   1.9028180387460162e-21   1.3680005973349751e-07   1.1958770114593365e-18   1.7672982430125869e-13   3.8114931449207817e-07   1.2812144531472878e-08   1.0362592079207838e-11   -3.5626765240710888e-50  -7.2922048114850533e-69  -1.5380167643790864e-52  4.1731869062231913e-39   -6.9666553904343274e-80  -1.0561785152591450e-47  4.2382396180411023e-15   8.6897360566527701e-16   1.8818906027158664e-14   5.1935407367316517e-15   4.1284330501145916e-23   2.1303630134539939e-30   2.9585443785263195e-19   1.1860587526324412e-26   3.2410685884012281e-19   5.4766206054763562e-23   8.4399403685305699e-25   1.9506522743093479e-18   8.9509129103964380e-11   1.1908852952883748e-11   3.3466349561823933e-30   1.9995294288356471e-12   9.9296676286053596e-19   7.7637419021522075e-25   2.5889381721319919e-20   4.1934654344027818e-11   4.5980292048065239e-12   1.6542176139353631e-16   2.0942072180664108e-17   1.9609551516085455e-19   2.0561172836057046e-84   5.7268321839480836e-85   -1.0631102019856958e-80  9.2354589416000123e-86   3.7088565713394017e-81   -2.8324133932431098e-84  -1.9035316263966394e-84  1.3499304155333318e-86   5.2614260261554682e-85   3.8455224321253863e-84   -1.0851425722205428e-89  -2.2990918254865324e-84  -2.2802069422080332e-82  -9.3025269270014221e-46  -3.1645253186755239e-43  -1.8829056984444616e-41  -1.7109606985284628e-37  -6.3443884564844470e-47  -6.6481027896225929e-41  -1.3044123843657003e-74  -5.2500517448787028e-72  1.2525664495403764e-13   4.0706755886982392e-86   -3.8112569108673003e-86  -5.9153735591888747e-52  3.9147716604886302e-91   -3.6322904552227143e-90  2.9178909783809854e-21   1.5649493702461601e-24   1.0000000000000000e-100  6.5424293096812012e-73   2.4786614570306138e-11   1.7016036703104363e-14   1.6637240131988587e+04   2.1524429420760225e+04   8.5161871891500752e+01   8.5161871891500752e+01   1.0000000000000001e-05   1.0000000000000001e-05   1.3000000000000005e-07   1.3000000000000005e-07   
9.1600000000000000e+02   1.1325132113588393e-08   1.6013474205160975e+02   5.1248201161556006e+11   1.7263495868637692e+07   4.8562383727423610e-15   1.2650889615507437e-18   8.4010675722724016e-08   1.1057205142521081e-03   2.8166261875563852e-10   1.2557203669178502e-27   9.0738972221891524e-22   1.3823476292104857e-07   4.3958743466993187e-19   5.6545594781245558e-14   2.2249635200131064e-07   7.9894563833897314e-09   3.2887168711728942e-12   -1.3650911719286160e-50  -1.4808939435134411e-69  -5.5686860154928616e-53  1.0046849087996140e-39   -6.4851174682191186e-81  -6.6705598163132525e-48  1.0193837837509706e-15   1.8155438604461608e-16   3.6509682519748846e-15   1.0405789742964954e-15   7.9336102296597752e-24   1.5706682249380824e-31   4.4483560795081102e-20   1.5831510499923609e-27   4.2285389508205703e-20   1.3648128153946346e-23   2.2925649789579939e-25   6.3946908144623609e-19   3.2318298266506166e-11   8.7366763884669384e-12   7.3279810617236905e-31   8.2584843681875029e-13   3.3135322285936769e-19   1.5258147290213351e-25   4.0866236889705638e-21   1.6211464946238802e-11   3.3088747173277747e-12   6.0260303829521591e-17   7.5983015121855551e-18   6.5479326099667636e-20   -4.2058629429184823e-84  4.7441697046731866e-85   -7.0604484811518876e-81  8.8631864152979962e-86   1.9229050604548105e-81   7.1801001444627013e-84   -1.6240281512683114e-84  9.0311792036775101e-87   -1.3811767872831001e-85  1.5706396972515518e-84   -7.5629048210860678e-90  -1.8943356612083790e-84  -1.6569584446270060e-82  -2.8253766183693405e-46  -1.7567685741196676e-43  -1.1017548072164865e-41  -6.2581957358540466e-38  -1.7203091583571105e-47  -2.2581119494596372e-41  -4.4240121616990399e-75  -1.5447316118183851e-72  8.0332619248457118e-14   6.2599427496684958e-86   -4.9252162474577063e-86  -2.0713921542706636e-52  -2.0284929667981218e-89  1.1433753125002023e-88   -1.5282070364618222e-22  -5.2849415723026870e-25  2.4936009930722941e-73   1.0000000000000000e-100  1.0000000000000000e-100  1.0000000000000000e-100  1.8735289899866020e+04   2.4238781307951660e+04   9.5901264169170688e+01   9.5901264169170688e+01   1.0000000000000001e-05   1.0000000000000001e-05   1.3000000000000005e-07   1.3000000000000005e-07   
9.2400000000000000e+02   1.0036229420421430e-08   1.6445686253737779e+02   4.4222113340786945e+11   1.7889831411026798e+07   3.3085551678845334e-15   5.5989563319540788e-19   8.5028925866618830e-08   1.1846250112702674e-03   2.4044588313521447e-10   4.5958970911943922e-28   4.1427141459782849e-22   1.3990553172162104e-07   1.6005158419432750e-19   1.7387156843278313e-14   1.2825279265165944e-07   4.9042908710501415e-09   1.0087432271947261e-12   -4.9734176170993532e-51  -2.6881910738717844e-70  -1.8896716281438737e-53  2.1137169721215676e-40   -5.3246064024089178e-82  -4.1685316122311526e-48  2.2899908624965102e-16   3.5114336171044996e-17   6.6267410604279003e-16   1.9483785442054404e-16   1.4502456256395094e-24   1.0972546786443669e-32   6.1806589192070806e-21   1.9602063861870467e-28   5.0486392584669411e-21   3.2062148921500773e-24   5.9278050188024988e-26   2.0393841566645456e-19   1.1279776157227840e-11   6.2695853967211864e-12   1.4561176961809848e-31   3.2827910392378008e-13   1.2791539063537273e-19   2.9431267927783108e-26   6.1299103150170034e-22   6.0981509240386424e-12   2.3461417117395461e-12   2.0758916890267828e-17   2.6043047840109079e-18   2.1256341836669210e-20   2.8529753175848231e-84   3.9798212078363096e-85   -5.4144596784014363e-81  9.1531153575996006e-86   1.1328222453747256e-81   -1.4735329304793583e-84  -2.2351291916889127e-84  8.5782714160621966e-87   2.8114275164513461e-85   2.3154225772620331e-85   -7.2942249023302845e-90  -1.7744993190117627e-84  -2.3304238412379826e-82  -8.2991499409261611e-47  -9.6888637658225883e-44  -6.3649074573265754e-42  -2.2264969697620091e-38  -4.2582517139880372e-48  -7.2477905709516322e-42  -1.4647712879932065e-75  -4.3517047312741980e-73  5.0820970111583435e-14   7.3625277860747049e-86   -5.8424072686989958e-86  -7.0306946509828605e-53  3.7426764618066437e-91   -3.4473275275922359e-90  1.5859669586557007e-22   2.2067616894665829e-25   1.0000000000000000e-100  4.8758419927281719e-73   1.0040442932099881e-12   1.7882331532342383e-15   2.1027525495755395e+04   2.7204361110133537e+04   1.0763464515733580e+02   1.0763464515733580e+02   1.0000000000000001e-05   1.0000000000000001e-05   1.3000000000000005e-07   1.3000000000000005e-07   
9.3200000000000000e+02   8.9224873502901942e-09   1.6885028693619338e+02   3.8291735602035504e+11   1.8525640848363146e+07   2.1665253041762196e-15   2.3437540958501608e-19   8.6150291834244057e-08   1.2678814424429315e-03   2.0144283253788576e-10   1.5971145093171004e-28   1.8225974285801067e-22   1.4175725199596159e-07   5.7982730415784433e-20   5.1846290577677029e-15   7.3213235198151196e-08   2.9734472669947353e-09   3.0120671777858165e-13   -1.7455959893495190e-51  -4.5502454097914231e-71  -6.1243699617050689e-54  4.0719718561537767e-41   -4.3193293450270426e-83  -2.5872244018157039e-48  4.8644544625083336e-17   6.3791950031314920e-18   1.1403780945874673e-16   3.4599815342305168e-17   2.5060665103417141e-25   7.3702172472472852e-34   8.0483584608380479e-22   2.2798678832015767e-29   5.6207997234109404e-22   7.2268262290222249e-25   1.4786895979363653e-26   6.3389885148838131e-20   3.8315930031871939e-12   4.3911817836500168e-12   2.7166767092565175e-32   1.2658083341869059e-13   5.4460261835099683e-20   5.5307473088919178e-27   9.0362357624328688e-23   2.2451708417224508e-12   1.6377152565743090e-12   7.0264019552663285e-18   8.7782635174076332e-19   6.7770903771261771e-21   2.0362467647802655e-84   2.5388785103598892e-85   -7.2992865403606129e-81  9.3230964188238185e-86   1.7099318491881158e-81   5.8528733858432438e-84   -2.1562732197021837e-84  4.5977195090939922e-87   7.4183324108594248e-85   1.3992670359752466e-84   -6.5593565923450213e-90  -1.2477242596196187e-84  -1.4171875070291184e-82  -2.3268761111122658e-47  -5.2532143997168517e-44  -3.6417638913552922e-42  -7.7634456367734597e-39  -9.8626359141636408e-49  -2.2469391293762945e-42  -4.6646909283667658e-76  -1.1812087230359105e-73  3.1776444988454428e-14   8.6168574489561801e-86   -6.7217670399674843e-86  -2.3371317966997978e-53  -2.1536812916779375e-89  1.2139427767853786e-88   -6.1178798166229218e-23  -9.8075443631981556e-26  1.8631738823728461e-73   1.0000000000000000e-100  1.0000000000000000e-100  1.0000000000000000e-100  2.3539862771826894e+04   3.0454697461051037e+04   1.2049467161908026e+02   1.2049467161908026e+02   1.0000000000000001e-05   1.0000000000000001e-05   1.3000000000000005e-07   1.3000000000000005e-07   
9.4000000000000000e+02   7.9566668345822221e-09   1.7325808900524729e+02   3.3278103422894769e+11   1.9168330358672995e+07   1.3722175539652666e-15   9.3199122332364853e-20   8.7321389092121503e-08   1.3554559005980302e-03   1.6482235350403991e-10   5.2958282441961219e-29   7.6858317618696195e-23   1.4366306352035147e-07   2.1949390524193905e-20   1.5089763498768681e-15   4.1478838833741920e-08   1.7851650793869098e-09   8.8036021338390771e-14   -5.9552291426403609e-52  -7.2993116231776743e-72  -1.9125306864787578e-54  7.2686258112020895e-42   -3.1061935338642930e-84  -1.5957269312302961e-48  9.8600364701572716e-18   1.1004521875635285e-18   1.8798111188981898e-17   5.8794096647645452e-18   4.1300325067814654e-26   4.6888756343208554e-35   9.9352900947384432e-23   2.5194707242577977e-30   5.9344523905215604e-23   1.5638883062065798e-25   3.5579929409505372e-27   1.9292561642562683e-20   1.2730610041330948e-12   3.0101087648025167e-12   4.7976932934936201e-33   4.7487080002932319e-14   2.4241016089574964e-20   1.0622345066174367e-27   1.3762957753693263e-23   8.1266101892870471e-13   1.1279915151610291e-12   2.3511648923984096e-18   2.9289303492949198e-19   2.1319096261599398e-21   -2.1579362846548890e-84  3.6600016305261479e-85   -4.8166463244600967e-81  9.4047053608598599e-86   1.9495135868976121e-81   -6.8655905163775037e-84  -1.2338116012765297e-84  7.7386693452694548e-87   8.3923542508431519e-85   -3.0711504850123047e-84  -6.4354008832435754e-90  -6.8107553431536331e-85  -1.6658624742783639e-84  -6.1984836662873742e-48  -2.8343829638287257e-44  -2.0686453276967229e-42  -2.6689005552423224e-39  -2.1223421610201348e-49  -6.7344878723380772e-43  -1.4425231682654434e-76  -3.1184687718905530e-74  1.9573360675924306e-14   8.6089629706267150e-86   -6.6113085821721054e-86  -7.6185517090233546e-54  3.3119929028676872e-91   -3.3141179169918702e-90  3.0015276259084791e-23   4.6692705535409187e-26   1.0000000000000000e-100  3.6691772927570707e-73   1.4299477067654374e-13   2.8473235455894039e-16   2.6288943585992329e+04   3.4011320764377575e+04   1.3456652906438640e+02   1.3456652906438640e+02   1.0000000000000001e-05   1.0000000000000001e-05   1.3000000000000005e-07   1.3000000000000005e-07   
9.4800000000000000e+02   7.1247077825209544e-09   1.8151009580380264e+02   2.8443771700969470e+11   1.9946481768761195e+07   8.4863031955949838e-16   3.5447485018707890e-20   8.8734242821359587e-08   1.4467002059398255e-03   1.3019136496928820e-10   1.5984979666562321e-29   3.0786583767408784e-23   1.4609075896177328e-07   1.0730793576577192e-20   4.3568984668896467e-16   2.3469697844572737e-08   1.0678953019470946e-09   2.5601126182249754e-14   -2.0053740672933866e-52  -1.0371478402653479e-72  -5.6685102381169401e-55  1.0816465737570556e-42   -1.7901680954771178e-85  -9.8436159101720258e-49  1.9494104636515194e-18   1.8531387805816021e-19   3.0594086769562141e-18   9.6827423895230957e-19   7.2333477652840309e-27   3.0115639423284939e-36   1.2107820812186720e-23   2.7741977607011000e-31   6.2508545933482778e-24   3.1390073397051587e-26   8.1067583019100762e-28   5.9528237852929031e-21   4.1939816233521522e-13   1.9969475895976784e-12   7.3867700739591363e-34   1.7471556974792635e-14   1.1005750618498871e-20   2.8561005299798694e-28   2.4701225462005017e-24   2.9289834150434640e-13   7.8707001108735323e-13   6.8241952108522349e-19   8.4156164084241403e-20   6.5698856073831271e-22   4.1824774273986023e-84   3.5447698664978784e-85   -1.4032665564459977e-81  9.7001382409608879e-86   2.3196883629277139e-81   1.1244704179950592e-83   -6.4135555489315931e-85  5.9825631985246911e-87   3.7750714985406911e-85   3.1810189771740582e-84   -5.0745107476571123e-90  -2.0583477736463115e-85  -5.4566390730993180e-83  -1.6628862098160315e-48  -1.5241880004539489e-44  -1.1722846088527931e-42  -9.1206437534084773e-40  -3.5531101974187063e-50  -1.8388021852252783e-43  -4.8611867357639641e-77  -8.1270986736659140e-75  1.1940088408036605e-14   9.0021077449536678e-86   -6.9475980008302956e-86  -2.4735285128524273e-54  -2.3333297342587208e-89  1.3145179110465214e-88   -1.5442722293495600e-23  -2.4136388928044839e-26  1.3839981843469669e-73   1.0000000000000000e-100  1.0000000000000000e-100  1.0000000000000000e-100  2.9187391826375519e+04   3.7761188175373318e+04   1.4940296104161578e+02   1.4940296104161578e+02   1.0000000000000001e-05   1.0000000000000001e-05   1.3000000000000005e-07   1.3000000000000005e-07   
9.5600000000000000e+02   6.4153434228872746e-09   1.9196543481414690e+02   2.4216857510328104e+11   2.0802003824545968e+07   5.1964493645262149e-16   1.3304527814559018e-20   9.0597998134436114e-08   1.5404514830417153e-03   1.0116673155997732e-10   4.6719281796991746e-30   1.2163306561613500e-23   1.4945901678146849e-07   7.0125948040209724e-21   1.2781723898034914e-16   1.3381505590288588e-08   6.4206429634207269e-10   7.5826556421507859e-15   -6.8319947563311042e-53  -1.4352401540895533e-73  -1.6625312231538432e-55  1.5113289007820889e-43   -3.9080529039384738e-86  -6.1057430818275142e-49  3.9013770679568030e-19   3.1891573289369156e-20   5.1398521116017063e-19   1.6069443248200353e-19   1.3309702167736870e-27   2.2583234631415577e-37   1.5453962388685715e-24   3.2161748735287433e-32   7.0513142802079792e-25   6.2179661175654019e-27   1.8396154079410184e-28   1.8766683621177116e-21   1.3986701354843651e-13   1.2614480251201037e-12   1.0890067339615062e-34   6.4609740207954311e-15   5.1694465911202181e-21   1.1108597136617875e-28   6.0356365171809279e-25   1.0703977673091843e-13   5.5500722868672277e-13   1.9037975306551871e-19   2.3261713468864947e-20   2.0450104328321322e-22   4.0955655007762381e-84   2.9571027618808761e-85   -4.7267098203998990e-82  9.9518219928531178e-86   1.3307382709662888e-81   1.2448980107936573e-83   -3.8855543765399673e-85  4.4314493312016650e-87   7.4320043521503079e-85   -2.2319420375112688e-85  -5.0512498571874967e-90  -4.0536428918982172e-85  -1.8310860352895251e-82  -4.2315154693167961e-49  -8.2714569103366907e-45  -6.6934841654885554e-43  -3.1652983430343170e-40  -4.5316263147610582e-51  -4.6908238121972403e-44  -1.7343206642516378e-77  -2.1460280898844005e-75  7.4370953693535539e-15   9.3571682123152629e-86   -7.1668524112506908e-86  -8.1622424977886874e-55  3.3216032541537965e-91   -3.3774036555653136e-90  8.4369207262165128e-24   1.3177386189769240e-26   1.0000000000000000e-100  2.6701023958499075e-73   2.9249671870968525e-14   5.8475813674723976e-17   3.2261817531484518e+04   4.1738726431358089e+04   1.6514017767088646e+02   1.6514017767088646e+02   1.0000000000000001e-05   1.0000000000000001e-05   1.3000000000000005e-07   1.3000000000000005e-07   
9.6400000000000000e+02   5.8061151565667415e-09   2.0045685433180012e+02   2.0988705213517087e+11   2.1607263233939607e+07   3.1740409252189739e-16   5.0361733259727543e-21   9.2673923121236367e-08   1.6363933998692368e-03   7.9697491818986199e-11   1.4299622522619686e-30   4.9190493764604569e-24   1.5310150341586209e-07   5.5229403008797144e-21   3.8353243802568068e-17   7.7045697756595143e-09   3.8889815756243180e-10   2.3004361741821822e-15   -2.3831839122278918e-53  -2.1669957993313031e-74  -5.0242174626256376e-56  2.3122298345061083e-44   -3.5953558771740389e-86  -3.8187684105560538e-49  8.0136669789656616e-20   5.6902782594584342e-21   9.0061722004933636e-20   2.7495962393682615e-20   2.4158456504200980e-28   1.8538015099696003e-38   2.0920096911188484e-25   3.9566119289318720e-33   8.6319990814271260e-26   1.3105211623841150e-27   4.3972304162824126e-29   5.9680027590296360e-22   4.7511679859581697e-14   7.9090239245788225e-13   1.7400078971893245e-35   2.4345619752811349e-15   2.5102654599684479e-21   5.2411277842370797e-29   2.0142058656959859e-25   3.9842323728158244e-14   3.8717397709738463e-13   5.9256808661609910e-20   7.2154891248607686e-21   6.5971978607948633e-23   2.1468382638795821e-84   4.2633440783979417e-85   -8.1987733739931932e-82  1.0259982625462423e-85   9.4423139129855125e-82   -1.1415871267392435e-83  -5.9345035831758732e-85  4.0989535422413055e-87   1.9990427086682145e-85   1.8690040508901295e-84   -4.4305486801239756e-90  -2.3004202695482808e-85  -8.5227356360434477e-83  -9.8797440093665054e-50  -4.5398314329193987e-45  -3.8590742181970164e-43  -1.1206957275569189e-40  -5.9414653888771812e-52  -1.2350857495127373e-44  -5.9679918958430372e-78  -5.7971929109294335e-76  4.7745201717706765e-15   8.9763515960792366e-86   -6.8219672987745115e-86  -2.7517405479560424e-55  -2.5897377360924343e-89  1.4582883789999169e-88   -4.7153898815891170e-24  -7.3656909261099138e-27  1.0212545021149011e-73   1.0000000000000000e-100  1.0000000000000000e-100  1.0000000000000000e-100  3.5573951486078098e+04   4.6023799735113520e+04   1.8209416338723622e+02   1.8209416338723622e+02   1.0000000000000001e-05   1.0000000000000001e-05   1.3000000000000005e-07   1.3000000000000005e-07   
